id_contrato,uasg,ano_assinatura,tipo_objeto,uso_copiloto_ia,experiencia_gestor_anos,valor_contrato,duracao_planejada_dias,tempo_observado_dias,evento_rescisao
CTR_2019005520,150083,2024,Inovação,0,11,2779917.97,1825,1825,0
CTR_2019005521,150086,2019,TI Tradicional,0,12,1408209.92,365,365,0
CTR_2019005522,150006,2023,TI Tradicional,0,9,1045703.89,1460,1460,0
CTR_2019005523,150024,2024,TI Tradicional,1,3,531316.11,365,365,0
CTR_2019005524,150045,2022,TI Tradicional,0,12,211191.06,730,730,0
CTR_2019005525,150037,2021,TI Tradicional,0,8,1658771.1,730,730,0
CTR_2019005526,150013,2020,TI Tradicional,0,14,317882.5,1460,1460,0
CTR_2019005527,150049,2023,Inovação,1,3,620969.52,730,730,0
CTR_2019005528,150088,2020,TI Tradicional,0,6,310353.53,365,365,0
CTR_2019005529,150043,2019,TI Tradicional,0,12,153789.75,365,365,0
CTR_2019005530,150005,2023,TI Tradicional,0,4,298732.01,365,365,0
CTR_2019005531,150070,2021,TI Tradicional,0,10,518790.3,730,730,0
CTR_2019005532,150059,2024,TI Tradicional,1,7,2934949.18,1460,1460,0
CTR_2019005533,150092,2023,TI Tradicional,0,8,190369.3,1095,1095,0
CTR_2019005534,150020,2020,TI Tradicional,0,11,275469.43,730,730,0
CTR_2019005535,150018,2023,TI Tradicional,0,7,4715972.17,365,365,0
CTR_2019005536,150084,2022,TI Tradicional,0,2,241947.95,730,730,0
CTR_2019005537,150031,2019,TI Tradicional,0,12,1102539.33,730,730,0
CTR_2019005538,150065,2021,TI Tradicional,0,11,2032662.93,1095,1095,0
CTR_2019005539,150099,2024,TI Tradicional,1,9,254282.89,365,365,0
CTR_2019005540,150070,2020,Inovação,0,11,503044.38,730,730,0
CTR_2019005541,150063,2025,TI Tradicional,1,5,1907732.81,1095,1095,0
CTR_2019005542,150065,2021,TI Tradicional,0,4,2089210.08,1095,671,1
CTR_2019005543,150003,2023,TI Tradicional,0,4,1473988.29,1095,1095,0
CTR_2019005544,150052,2020,TI Tradicional,0,5,529618.93,730,730,0
CTR_2019005545,150005,2023,TI Tradicional,1,6,1624613.77,1095,1095,0
CTR_2019005546,150016,2019,TI Tradicional,0,10,195543.42,1095,1095,0
CTR_2019005547,150045,2025,TI Tradicional,0,8,675928.29,365,100,1
CTR_2019005548,150038,2023,TI Tradicional,0,9,1426666.55,730,730,0
CTR_2019005549,150086,2021,TI Tradicional,0,8,3160981.06,365,365,0
CTR_2019005550,150047,2024,TI Tradicional,0,5,2982060.63,365,365,0
CTR_2019005551,150076,2025,TI Tradicional,0,11,695486.81,730,730,0
CTR_2019005552,150066,2022,TI Tradicional,0,7,1124072.22,730,730,0
CTR_2019005553,150001,2019,TI Tradicional,0,8,640911.8,1095,1095,0
CTR_2019005554,150061,2021,TI Tradicional,0,7,1147461.41,365,365,0
CTR_2019005555,150084,2023,TI Tradicional,0,6,1985878.32,1825,1825,0
CTR_2019005556,150023,2019,Inovação,0,7,29570401.76,1095,1095,0
CTR_2019005557,150031,2022,Inovação,0,8,6255747.29,1460,1460,0
CTR_2019005558,150049,2020,TI Tradicional,0,8,689290.59,1825,889,1
CTR_2019005559,150068,2021,TI Tradicional,0,7,2036078.88,730,730,0
CTR_2019005560,150010,2023,TI Tradicional,0,10,691883.29,1095,1095,0
CTR_2019005561,150083,2023,TI Tradicional,1,10,656197.74,730,730,0
CTR_2019005562,150022,2023,TI Tradicional,1,7,414736.15,1095,1095,0
CTR_2019005563,150084,2025,TI Tradicional,1,6,292723.93,365,365,0
CTR_2019005564,150063,2025,TI Tradicional,0,12,898946.51,365,365,0
CTR_2019005565,150004,2019,Inovação,0,8,8866317.09,730,730,0
CTR_2019005566,150039,2023,TI Tradicional,1,9,550862.5,365,365,0
CTR_2019005567,150013,2019,TI Tradicional,0,12,1479360.87,730,730,0
CTR_2019005568,150065,2019,TI Tradicional,0,8,895871.25,365,281,1
CTR_2019005569,150047,2019,TI Tradicional,0,11,230749.3,365,365,0
CTR_2019005570,150082,2024,TI Tradicional,0,7,3664565.57,730,464,1
CTR_2019005571,150023,2021,TI Tradicional,0,3,1737267.7,365,365,0
CTR_2019005572,150084,2025,TI Tradicional,0,11,734736.66,1460,1460,0
CTR_2019005573,150028,2023,TI Tradicional,0,9,1517080.92,730,730,0
CTR_2019005574,150004,2024,Inovação,1,9,4192129.03,365,365,0
CTR_2019005575,150033,2024,TI Tradicional,1,6,478496.34,1095,1095,0
CTR_2019005576,150070,2021,TI Tradicional,0,7,219733.13,365,365,0
CTR_2019005577,150050,2025,TI Tradicional,1,4,646851.63,365,365,0
CTR_2019005578,150099,2023,TI Tradicional,1,6,1791942.72,365,365,0
CTR_2019005579,150068,2024,TI Tradicional,0,5,166349.64,730,730,0
CTR_2019005580,150043,2021,TI Tradicional,0,8,11523259.51,365,365,0
CTR_2019005581,150011,2021,TI Tradicional,0,9,2410179.37,1460,1460,0
CTR_2019005582,150008,2021,TI Tradicional,0,10,287194.92,730,47,1
CTR_2019005583,150086,2023,TI Tradicional,0,10,2957754.14,365,365,0
CTR_2019005584,150057,2024,TI Tradicional,0,8,2021308.64,365,365,0
CTR_2019005585,150037,2022,Inovação,0,9,5005456.19,730,730,0
CTR_2019005586,150017,2023,TI Tradicional,0,6,9589686.4,365,365,0
CTR_2019005587,150071,2024,TI Tradicional,1,13,313120.52,1460,1460,0
CTR_2019005588,150084,2020,TI Tradicional,0,7,1865804.61,1460,1460,0
CTR_2019005589,150028,2020,TI Tradicional,0,11,1073983.64,730,730,0
CTR_2019005590,150046,2024,TI Tradicional,0,11,2129496.27,1825,1825,0
CTR_2019005591,150070,2020,TI Tradicional,0,10,587133.02,1095,1095,0
CTR_2019005592,150038,2023,TI Tradicional,0,3,287145.86,1460,1460,0
CTR_2019005593,150037,2019,TI Tradicional,0,8,1162121.26,730,730,0
CTR_2019005594,150062,2024,TI Tradicional,1,6,3083710.87,730,730,0
CTR_2019005595,150014,2025,TI Tradicional,0,15,385101.23,730,730,0
CTR_2019005596,150089,2020,TI Tradicional,0,11,410192.29,365,365,0
CTR_2019005597,150035,2025,TI Tradicional,1,8,1094504.5,730,730,0
CTR_2019005598,150059,2022,Inovação,0,10,3818672.78,365,365,0
CTR_2019005599,150007,2021,TI Tradicional,0,9,778863.44,365,365,0
CTR_2019005600,150028,2019,TI Tradicional,0,5,1577114.48,1095,1095,0
CTR_2019005601,150036,2021,TI Tradicional,0,9,2485315.3,1095,1095,0
CTR_2019005602,150030,2019,TI Tradicional,0,6,4222758.67,365,365,0
CTR_2019005603,150049,2023,Inovação,1,2,3425383.32,365,365,0
CTR_2019005604,150093,2020,TI Tradicional,0,8,1053824.57,365,365,0
CTR_2019005605,150076,2025,TI Tradicional,0,9,2363015.9,1095,1095,0
CTR_2019005606,150066,2022,TI Tradicional,0,9,252631.62,1825,1825,0
CTR_2019005607,150096,2025,TI Tradicional,1,12,867264.12,730,730,0
CTR_2019005608,150013,2024,TI Tradicional,0,6,324228.33,1095,1095,0
CTR_2019005609,150089,2023,TI Tradicional,0,2,6022772.65,730,730,0
CTR_2019005610,150094,2019,TI Tradicional,0,5,407796.5,1460,1460,0
CTR_2019005611,150018,2020,Inovação,0,10,1848948.1,1095,636,1
CTR_2019005612,150046,2021,TI Tradicional,0,10,571497.86,1095,1095,0
CTR_2019005613,150024,2020,TI Tradicional,0,5,1527724.92,1095,1095,0
CTR_2019005614,150005,2024,TI Tradicional,0,7,873527.13,365,212,1
CTR_2019005615,150067,2023,TI Tradicional,0,6,858959.58,365,365,0
CTR_2019005616,150068,2023,TI Tradicional,1,1,583798.48,730,730,0
CTR_2019005617,150077,2024,TI Tradicional,0,13,3207263.97,365,365,0
CTR_2019005618,150006,2021,TI Tradicional,0,6,683767.04,730,730,0
CTR_2019005619,150040,2023,Inovação,0,6,693447.84,365,365,0
CTR_2019005620,150075,2020,TI Tradicional,0,3,1234563.73,365,365,0
CTR_2019005621,150012,2023,Inovação,1,6,3820976.22,1095,1095,0
CTR_2019005622,150014,2024,TI Tradicional,0,4,615119.48,730,730,0
CTR_2019005623,150026,2019,TI Tradicional,0,9,1240399.79,730,730,0
CTR_2019005624,150026,2020,TI Tradicional,0,1,287870.56,365,365,0
CTR_2019005625,150077,2023,TI Tradicional,1,8,1452432.85,730,730,0
CTR_2019005626,150054,2020,TI Tradicional,0,6,2592788.04,730,730,0
CTR_2019005627,150025,2024,TI Tradicional,0,10,352013.37,730,730,0
CTR_2019005628,150072,2019,TI Tradicional,0,9,1169996.8,365,365,0
CTR_2019005629,150085,2022,TI Tradicional,0,11,289011.28,730,730,0
CTR_2019005630,150092,2024,TI Tradicional,1,7,179893.13,1460,1460,0
CTR_2019005631,150084,2022,TI Tradicional,0,13,1595686.02,365,365,0
CTR_2019005632,150021,2022,TI Tradicional,0,7,2020943.96,365,365,0
CTR_2019005633,150092,2023,TI Tradicional,0,9,510396.89,1095,1095,0
CTR_2019005634,150023,2024,TI Tradicional,0,7,1870954.3,730,730,0
CTR_2019005635,150018,2022,TI Tradicional,0,5,683811.44,730,730,0
CTR_2019005636,150052,2022,TI Tradicional,0,6,671592.69,730,730,0
CTR_2019005637,150062,2024,TI Tradicional,0,6,607424.22,1095,1095,0
CTR_2019005638,150011,2025,TI Tradicional,0,12,3673545.57,365,365,0
CTR_2019005639,150028,2022,Inovação,0,10,2093230.04,365,365,0
CTR_2019005640,150014,2020,TI Tradicional,0,3,788210.88,365,365,0
CTR_2019005641,150023,2025,TI Tradicional,0,6,1167006.2,365,365,0
CTR_2019005642,150030,2023,TI Tradicional,0,7,470412.46,1095,525,1
CTR_2019005643,150035,2019,TI Tradicional,0,12,773116.76,365,365,0
CTR_2019005644,150070,2024,TI Tradicional,1,7,1985522.13,1095,1095,0
CTR_2019005645,150055,2023,Inovação,1,8,5408948.26,365,365,0
CTR_2019005646,150094,2021,Inovação,0,5,2286181.74,730,421,1
CTR_2019005647,150067,2020,TI Tradicional,0,8,752657.16,730,730,0
CTR_2019005648,150076,2023,TI Tradicional,0,13,637122.46,365,365,0
CTR_2019005649,150029,2020,TI Tradicional,0,7,5040735.38,365,365,0
CTR_2019005650,150074,2021,TI Tradicional,0,9,314270.08,365,365,0
CTR_2019005651,150035,2021,Inovação,0,2,964705.2,730,730,0
CTR_2019005652,150062,2023,TI Tradicional,0,3,1083325.11,730,730,0
CTR_2019005653,150071,2024,TI Tradicional,1,9,296988.59,730,730,0
CTR_2019005654,150052,2019,TI Tradicional,0,6,1429419.11,730,730,0
CTR_2019005655,150044,2020,TI Tradicional,0,6,1141244.64,1460,1460,0
CTR_2019005656,150054,2022,TI Tradicional,0,6,2193526.73,730,730,0
CTR_2019005657,150028,2022,TI Tradicional,0,9,245482.28,1095,1095,0
CTR_2019005658,150058,2024,TI Tradicional,1,8,905768.48,1095,1095,0
CTR_2019005659,150032,2019,TI Tradicional,0,8,1672366.97,730,462,1
CTR_2019005660,150019,2020,TI Tradicional,0,9,1183794.41,365,365,0
CTR_2019005661,150010,2020,TI Tradicional,0,7,405750.89,1825,1825,0
CTR_2019005662,150072,2021,TI Tradicional,0,7,154266.39,365,365,0
CTR_2019005663,150075,2023,TI Tradicional,1,8,1113479.67,1825,1825,0
CTR_2019005664,150021,2024,TI Tradicional,0,7,658038.47,1095,1095,0
CTR_2019005665,150077,2022,TI Tradicional,0,5,2301244.64,730,730,0
CTR_2019005666,150078,2020,TI Tradicional,0,10,409868.81,730,730,0
CTR_2019005667,150034,2023,TI Tradicional,1,11,623533.08,1095,1095,0
CTR_2019005668,150067,2022,TI Tradicional,0,11,760299.37,1095,1095,0
CTR_2019005669,150066,2023,Inovação,0,5,5158752.8,730,730,0
CTR_2019005670,150074,2023,Inovação,0,7,3094442.09,1095,731,1
CTR_2019005671,150080,2021,Inovação,0,10,9272175.56,365,365,0
CTR_2019005672,150034,2020,TI Tradicional,0,10,547340.95,730,730,0
CTR_2019005673,150046,2022,TI Tradicional,0,9,3194989.11,1095,1095,0
CTR_2019005674,150038,2022,TI Tradicional,0,7,987947.19,730,38,1
CTR_2019005675,150002,2023,TI Tradicional,1,13,463923.37,730,730,0
CTR_2019005676,150003,2022,TI Tradicional,0,9,1640116.05,1460,1460,0
CTR_2019005677,150036,2019,Inovação,0,8,1701776.01,365,365,0
CTR_2019005678,150092,2025,TI Tradicional,1,2,2702799.03,1095,1095,0
CTR_2019005679,150065,2024,TI Tradicional,1,6,1598273.39,1825,1825,0
CTR_2019005680,150039,2023,Inovação,1,6,961493.91,1460,1460,0
CTR_2019005681,150017,2019,TI Tradicional,0,5,626779.2,1095,1095,0
CTR_2019005682,150087,2025,TI Tradicional,0,5,727912.04,365,365,0
CTR_2019005683,150006,2020,TI Tradicional,0,8,1908712.16,730,730,0
CTR_2019005684,150071,2024,TI Tradicional,1,11,973115.62,365,365,0
CTR_2019005685,150007,2022,TI Tradicional,0,8,537904.78,1825,1825,0
CTR_2019005686,150047,2022,TI Tradicional,0,7,783040.88,1460,1460,0
CTR_2019005687,150015,2021,TI Tradicional,0,12,3253770.03,730,94,1
CTR_2019005688,150020,2022,TI Tradicional,0,9,3257883.31,365,365,0
CTR_2019005689,150074,2019,TI Tradicional,0,13,253146.04,730,730,0
CTR_2019005690,150070,2022,TI Tradicional,0,6,507586.37,365,298,1
CTR_2019005691,150027,2023,TI Tradicional,0,6,544029.38,730,730,0
CTR_2019005692,150096,2020,TI Tradicional,0,9,407564.42,1825,1825,0
CTR_2019005693,150004,2022,TI Tradicional,0,10,536837.52,1095,1095,0
CTR_2019005694,150041,2019,TI Tradicional,0,7,229508.49,365,365,0
CTR_2019005695,150005,2025,TI Tradicional,1,5,226949.86,730,730,0
CTR_2019005696,150045,2020,TI Tradicional,0,10,1659256.63,365,365,0
CTR_2019005697,150083,2023,TI Tradicional,0,4,348538.42,730,621,1
CTR_2019005698,150027,2020,TI Tradicional,0,3,927496.32,365,365,0
CTR_2019005699,150070,2023,TI Tradicional,0,8,1256577.36,1095,1095,0
CTR_2019005700,150091,2020,TI Tradicional,0,10,4561140.19,365,365,0
CTR_2019005701,150072,2022,TI Tradicional,0,7,383640.18,730,730,0
CTR_2019005702,150099,2024,TI Tradicional,1,10,587255.71,730,730,0
CTR_2019005703,150020,2021,Inovação,0,10,8101290.35,1095,1095,0
CTR_2019005704,150074,2021,TI Tradicional,0,9,2343147.04,1095,1095,0
CTR_2019005705,150005,2025,TI Tradicional,0,7,1051640.23,365,365,0
CTR_2019005706,150079,2021,TI Tradicional,0,8,161029.04,730,730,0
CTR_2019005707,150013,2024,TI Tradicional,0,5,2395965.06,365,365,0
CTR_2019005708,150016,2020,TI Tradicional,0,5,270613.86,365,365,0
CTR_2019005709,150037,2025,TI Tradicional,1,8,332333.4,1460,1089,1
CTR_2019005710,150060,2020,TI Tradicional,0,8,467577.96,1095,1095,0
CTR_2019005711,150052,2019,Inovação,0,6,591845.14,730,730,0
CTR_2019005712,150079,2020,TI Tradicional,0,7,1692878.14,365,270,1
CTR_2019005713,150031,2020,TI Tradicional,0,10,1206170.06,1095,1095,0
CTR_2019005714,150024,2023,TI Tradicional,1,2,559061.29,365,365,0
CTR_2019005715,150047,2019,TI Tradicional,0,8,2294867.74,365,365,0
CTR_2019005716,150076,2019,TI Tradicional,0,5,2598411.96,1095,1095,0
CTR_2019005717,150074,2022,TI Tradicional,0,7,2900918.35,730,211,1
CTR_2019005718,150059,2019,TI Tradicional,0,8,713692.32,730,376,1
CTR_2019005719,150060,2023,TI Tradicional,0,7,802774.62,1460,1460,0
CTR_2019005720,150033,2020,TI Tradicional,0,6,1905973.05,365,365,0
CTR_2019005721,150086,2021,TI Tradicional,0,10,1549621.19,365,365,0
CTR_2019005722,150043,2022,TI Tradicional,0,10,1910072.58,730,730,0
CTR_2019005723,150049,2022,TI Tradicional,0,7,389218.23,365,365,0
CTR_2019005724,150041,2019,TI Tradicional,0,9,279638.95,365,365,0
CTR_2019005725,150063,2021,TI Tradicional,0,16,450225.8,1095,1005,1
CTR_2019005726,150069,2020,TI Tradicional,0,11,513084.54,730,730,0
CTR_2019005727,150037,2020,TI Tradicional,0,14,378110.94,1095,1095,0
CTR_2019005728,150027,2024,TI Tradicional,0,5,897459.67,1095,1095,0
CTR_2019005729,150054,2024,Inovação,0,5,4254461.75,365,365,0
CTR_2019005730,150080,2021,TI Tradicional,0,5,996753.12,365,365,0
CTR_2019005731,150003,2023,TI Tradicional,1,3,284229.0,730,730,0
CTR_2019005732,150010,2025,TI Tradicional,0,7,1132878.15,1825,1825,0
CTR_2019005733,150048,2025,Inovação,0,11,5925139.3,365,232,1
CTR_2019005734,150044,2019,TI Tradicional,0,4,705218.93,365,365,0
CTR_2019005735,150067,2022,TI Tradicional,0,11,422224.01,365,365,0
CTR_2019005736,150011,2022,Inovação,0,5,2947997.19,365,365,0
CTR_2019005737,150007,2022,Inovação,0,9,1226507.19,730,730,0
CTR_2019005738,150088,2020,TI Tradicional,0,8,1153060.18,730,730,0
CTR_2019005739,150070,2024,TI Tradicional,1,5,226707.36,365,365,0
CTR_2019005740,150054,2024,TI Tradicional,0,10,1142699.97,730,730,0
CTR_2019005741,150058,2019,TI Tradicional,0,3,156913.03,365,365,0
CTR_2019005742,150095,2020,TI Tradicional,0,10,394408.46,730,730,0
CTR_2019005743,150020,2022,TI Tradicional,0,10,479137.86,365,365,0
CTR_2019005744,150054,2025,TI Tradicional,1,6,3734846.53,730,730,0
CTR_2019005745,150039,2020,TI Tradicional,0,3,861815.59,1825,1825,0
CTR_2019005746,150086,2022,TI Tradicional,0,4,1684716.28,1095,1095,0
CTR_2019005747,150090,2023,TI Tradicional,0,14,1402585.05,730,730,0
CTR_2019005748,150003,2021,TI Tradicional,0,5,502681.52,365,365,0
CTR_2019005749,150083,2025,TI Tradicional,1,13,1441887.26,365,365,0
CTR_2019005750,150089,2022,TI Tradicional,0,12,571662.11,730,730,0
CTR_2019005751,150042,2025,TI Tradicional,1,10,767596.4,365,365,0
CTR_2019005752,150057,2024,Inovação,0,8,2728370.21,730,730,0
CTR_2019005753,150045,2024,TI Tradicional,0,12,1067538.51,1095,1095,0
CTR_2019005754,150099,2024,TI Tradicional,0,5,380165.06,730,730,0
CTR_2019005755,150016,2022,Inovação,0,8,8427828.77,1095,1095,0
CTR_2019005756,150020,2025,TI Tradicional,0,4,2942027.18,1095,1095,0
CTR_2019005757,150057,2020,TI Tradicional,0,12,1875135.17,365,365,0
CTR_2019005758,150056,2021,TI Tradicional,0,4,766346.27,730,730,0
CTR_2019005759,150006,2023,Inovação,1,2,1780289.89,1095,1095,0
CTR_2019005760,150035,2023,TI Tradicional,0,12,2080442.68,730,730,0
CTR_2019005761,150074,2021,TI Tradicional,0,10,1391965.18,365,365,0
CTR_2019005762,150006,2022,TI Tradicional,0,8,1261555.36,1460,175,1
CTR_2019005763,150062,2019,TI Tradicional,0,5,1110403.44,365,365,0
CTR_2019005764,150001,2022,TI Tradicional,0,11,1396268.61,365,365,0
CTR_2019005765,150037,2021,TI Tradicional,0,13,782372.04,1095,1095,0
CTR_2019005766,150061,2025,Inovação,0,10,1081822.78,365,189,1
CTR_2019005767,150032,2025,TI Tradicional,0,6,159892.16,365,365,0
CTR_2019005768,150019,2022,TI Tradicional,0,8,474855.21,365,365,0
CTR_2019005769,150029,2024,TI Tradicional,1,10,1113040.92,365,365,0
CTR_2019005770,150076,2020,TI Tradicional,0,4,5884281.98,365,365,0
CTR_2019005771,150059,2022,TI Tradicional,0,9,622483.56,730,730,0
CTR_2019005772,150075,2024,TI Tradicional,0,4,3321385.26,365,365,0
CTR_2019005773,150086,2020,TI Tradicional,0,8,508509.35,1825,1685,1
CTR_2019005774,150057,2019,TI Tradicional,0,7,897570.89,1095,1095,0
CTR_2019005775,150001,2019,TI Tradicional,0,9,6255839.7,365,365,0
CTR_2019005776,150002,2019,TI Tradicional,0,5,3660124.23,365,365,0
CTR_2019005777,150043,2023,Inovação,1,12,2262332.95,730,730,0
CTR_2019005778,150014,2019,TI Tradicional,0,5,1102783.76,1825,1825,0
CTR_2019005779,150094,2019,TI Tradicional,0,12,311757.52,1095,1095,0
CTR_2019005780,150027,2022,TI Tradicional,0,6,2816650.01,730,730,0
CTR_2019005781,150045,2019,TI Tradicional,0,9,2422761.31,365,118,1
CTR_2019005782,150013,2024,TI Tradicional,0,16,482664.26,1460,1460,0
CTR_2019005783,150066,2021,TI Tradicional,0,11,164310.21,365,365,0
CTR_2019005784,150093,2023,TI Tradicional,1,5,856577.83,730,730,0
CTR_2019005785,150045,2023,Inovação,0,4,6051074.78,1825,1825,0
CTR_2019005786,150023,2023,TI Tradicional,1,9,467308.11,365,365,0
CTR_2019005787,150087,2023,TI Tradicional,1,6,820202.26,1460,1460,0
CTR_2019005788,150057,2020,TI Tradicional,0,7,802136.26,730,730,0
CTR_2019005789,150048,2024,Inovação,1,7,7156575.81,365,365,0
CTR_2019005790,150060,2019,TI Tradicional,0,8,1010692.04,365,365,0
CTR_2019005791,150030,2024,TI Tradicional,1,1,1432553.96,365,365,0
CTR_2019005792,150064,2025,TI Tradicional,1,9,1197222.06,365,365,0
CTR_2019005793,150096,2021,TI Tradicional,0,8,4304946.96,1460,1460,0
CTR_2019005794,150078,2021,TI Tradicional,0,4,334761.95,365,365,0
CTR_2019005795,150092,2023,TI Tradicional,1,3,2990774.09,365,365,0
CTR_2019005796,150038,2023,Inovação,0,11,832503.4,365,365,0
CTR_2019005797,150092,2023,TI Tradicional,1,9,2282884.32,730,186,1
CTR_2019005798,150075,2024,TI Tradicional,0,7,1155420.45,730,730,0
CTR_2019005799,150017,2021,TI Tradicional,0,3,2071974.54,730,730,0
CTR_2019005800,150088,2022,Inovação,0,9,11610723.72,365,279,1
CTR_2019005801,150043,2022,TI Tradicional,0,11,3753651.41,730,730,0
CTR_2019005802,150091,2024,TI Tradicional,1,3,1080232.5,365,365,0
CTR_2019005803,150099,2023,Inovação,0,8,1068101.56,730,730,0
CTR_2019005804,150056,2021,Inovação,0,8,6100943.71,365,365,0
CTR_2019005805,150065,2019,Inovação,0,12,7555998.42,1460,1460,0
CTR_2019005806,150005,2021,Inovação,0,11,3526408.95,1095,540,1
CTR_2019005807,150064,2024,TI Tradicional,1,4,528839.81,365,365,0
CTR_2019005808,150033,2024,TI Tradicional,0,9,1210453.08,1460,1460,0
CTR_2019005809,150049,2019,TI Tradicional,0,10,518963.0,365,365,0
CTR_2019005810,150011,2025,TI Tradicional,0,8,263108.54,365,365,0
CTR_2019005811,150048,2022,Inovação,0,10,2493427.2,365,365,0
CTR_2019005812,150044,2022,TI Tradicional,0,9,2708017.64,1095,1095,0
CTR_2019005813,150027,2019,TI Tradicional,0,10,257832.18,730,730,0
CTR_2019005814,150041,2023,TI Tradicional,1,11,640669.75,365,365,0
CTR_2019005815,150013,2023,Inovação,0,5,2705577.87,365,365,0
CTR_2019005816,150021,2025,TI Tradicional,0,5,788212.71,730,730,0
CTR_2019005817,150034,2024,Inovação,1,13,1952676.64,1095,1095,0
CTR_2019005818,150084,2022,TI Tradicional,0,8,405925.07,365,310,1
CTR_2019005819,150007,2022,Inovação,0,7,7161792.9,365,365,0
CTR_2019005820,150008,2022,TI Tradicional,0,8,521647.04,1095,1095,0
CTR_2019005821,150008,2025,TI Tradicional,0,3,4394722.39,365,365,0
CTR_2019005822,150016,2023,Inovação,0,9,5405341.45,1460,1460,0
CTR_2019005823,150078,2024,TI Tradicional,1,4,296400.06,365,365,0
CTR_2019005824,150079,2024,TI Tradicional,1,9,435571.17,365,365,0
CTR_2019005825,150002,2022,TI Tradicional,0,6,214655.45,1095,1080,1
CTR_2019005826,150091,2025,TI Tradicional,0,9,1305252.96,365,365,0
CTR_2019005827,150027,2019,TI Tradicional,0,6,687718.4,365,365,0
CTR_2019005828,150050,2024,TI Tradicional,0,7,3726289.95,1460,1460,0
CTR_2019005829,150087,2023,TI Tradicional,0,12,486554.73,1095,1095,0
CTR_2019005830,150071,2020,TI Tradicional,0,6,536513.95,1095,1095,0
CTR_2019005831,150093,2019,TI Tradicional,0,11,152448.95,365,365,0
CTR_2019005832,150047,2022,TI Tradicional,0,3,296991.71,1825,1825,0
CTR_2019005833,150014,2023,TI Tradicional,0,7,2684222.74,730,730,0
CTR_2019005834,150010,2019,TI Tradicional,0,8,1075708.99,365,335,1
CTR_2019005835,150064,2025,TI Tradicional,1,7,857417.23,730,730,0
CTR_2019005836,150004,2024,TI Tradicional,0,9,1576123.46,365,365,0
CTR_2019005837,150012,2023,TI Tradicional,0,8,2617891.12,365,47,1
CTR_2019005838,150032,2022,TI Tradicional,0,7,1644059.03,730,730,0
CTR_2019005839,150091,2022,TI Tradicional,0,8,1472653.67,365,365,0
CTR_2019005840,150086,2019,Inovação,0,7,8884039.6,365,365,0
CTR_2019005841,150014,2022,TI Tradicional,0,8,1539659.95,365,365,0
CTR_2019005842,150074,2023,TI Tradicional,0,7,2211693.11,365,365,0
CTR_2019005843,150077,2021,TI Tradicional,0,13,597727.95,365,365,0
CTR_2019005844,150032,2019,TI Tradicional,0,5,891869.44,1095,1095,0
CTR_2019005845,150013,2024,Inovação,0,5,4694028.86,1095,183,1
CTR_2019005846,150023,2025,TI Tradicional,1,12,397845.29,365,365,0
CTR_2019005847,150042,2023,TI Tradicional,1,11,2177334.26,365,365,0
CTR_2019005848,150089,2022,TI Tradicional,0,7,4917622.93,1095,1095,0
CTR_2019005849,150041,2021,Inovação,0,8,5200916.88,365,140,1
CTR_2019005850,150063,2021,Inovação,0,3,9114594.24,730,730,0
CTR_2019005851,150003,2023,TI Tradicional,1,11,2017266.85,1095,1095,0
CTR_2019005852,150010,2021,TI Tradicional,0,9,694088.22,730,730,0
CTR_2019005853,150051,2024,TI Tradicional,1,7,1236167.53,1095,1095,0
CTR_2019005854,150064,2024,TI Tradicional,0,4,1744249.7,730,730,0
CTR_2019005855,150044,2019,TI Tradicional,0,4,335777.22,365,365,0
CTR_2019005856,150089,2019,TI Tradicional,0,4,2151156.51,365,365,0
CTR_2019005857,150057,2022,TI Tradicional,0,11,3999908.69,365,365,0
CTR_2019005858,150006,2021,TI Tradicional,0,9,1074659.79,1460,1460,0
CTR_2019005859,150053,2024,TI Tradicional,1,6,1265550.85,365,365,0
CTR_2019005860,150051,2024,TI Tradicional,0,5,173814.51,365,365,0
CTR_2019005861,150042,2024,TI Tradicional,0,8,3348349.74,1095,1095,0
CTR_2019005862,150029,2019,TI Tradicional,0,1,1162917.16,365,365,0
CTR_2019005863,150042,2019,TI Tradicional,0,4,3206834.88,730,730,0
CTR_2019005864,150093,2023,TI Tradicional,1,7,299008.76,365,365,0
CTR_2019005865,150075,2024,TI Tradicional,1,2,1934325.59,1095,516,1
CTR_2019005866,150014,2023,TI Tradicional,0,10,2421059.24,730,730,0
CTR_2019005867,150043,2025,TI Tradicional,0,6,961321.64,730,730,0
CTR_2019005868,150082,2019,TI Tradicional,0,2,826776.66,730,730,0
CTR_2019005869,150095,2023,TI Tradicional,1,9,2509581.74,1460,1460,0
CTR_2019005870,150053,2023,TI Tradicional,1,7,930053.1,730,730,0
CTR_2019005871,150048,2020,TI Tradicional,0,3,179169.95,365,365,0
CTR_2019005872,150010,2024,TI Tradicional,0,7,3483390.32,1460,1460,0
CTR_2019005873,150003,2024,TI Tradicional,1,3,1728991.18,730,730,0
CTR_2019005874,150074,2020,TI Tradicional,0,7,2042168.83,1460,1460,0
CTR_2019005875,150094,2021,TI Tradicional,0,7,7149471.78,1825,1825,0
CTR_2019005876,150064,2021,TI Tradicional,0,8,531458.76,730,730,0
CTR_2019005877,150048,2019,TI Tradicional,0,8,2705114.41,365,365,0
CTR_2019005878,150022,2022,Inovação,0,6,1327636.1,365,365,0
