numero_contrato,uasg,orgao_nome,porte_orgao,tipo_servico,data_inicio,data_fim_planejado,data_fim_real,dias_vigencia_original,dias_prorrogados,valor_inicial,valor_atual,quantidade_aditivos,atrasado,cancelado,motivo_cancelamento,overrun_percentual,fracasso_institucional,score_risco_fracasso,predito_fracasso
CONTRATO-2021-16303,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Suporte Técnico e Manutenção,2021-11-27,2022-12-17,2023-02-15,385,60,721206.55,741062.81,1,0,0,Nenhum,0.0275,0,0.06843452483003329,0
CONTRATO-2023-16304,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Licenças de Software Proprietário,2023-05-15,2024-04-03,2024-04-03,324,0,304054.56,304054.56,0,0,0,Nenhum,0.0,0,0.12171703937226652,0
CONTRATO-2022-16305,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Licenças de Software Proprietário,2022-03-24,2023-03-06,2023-04-05,347,30,366113.9,383556.34,1,0,0,Nenhum,0.0476,0,0.058740394768390186,0
CONTRATO-2023-16306,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Hardware e Equipamentos de Rede,2023-09-21,2024-08-29,2024-08-29,343,0,1163156.23,1163156.23,0,0,0,Nenhum,0.0,0,0.06843414167392034,0
CONTRATO-2025-16307,170010,Base Aérea de Brasília (BABR),Médio,Desenvolvimento de Software Customizado,2025-11-13,2027-05-09,2027-05-09,542,0,5804374.46,5804374.46,0,0,0,Nenhum,0.0,0,0.3665525663947843,0
CONTRATO-2022-16308,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Suporte Técnico e Manutenção,2022-01-02,2023-01-28,2023-01-28,391,0,514439.74,514439.74,0,0,0,Nenhum,0.0,0,0.02425170417766971,0
CONTRATO-2026-16309,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Desenvolvimento de Software Customizado,2026-08-30,2028-04-13,2028-04-26,592,13,5004541.08,2186817.13,2,0,1,Consensual,-0.563,1,0.4935572432954536,0
CONTRATO-2026-16310,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Suporte Técnico e Manutenção,2026-09-27,2027-10-14,2027-10-14,382,0,1049644.66,1049644.66,0,0,0,Nenhum,0.0,0,0.096478552110301,0
CONTRATO-2025-16311,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Hardware e Equipamentos de Rede,2025-07-23,2026-07-13,2026-07-13,355,0,886889.07,886889.07,0,0,0,Nenhum,0.0,0,0.11077911871322169,0
CONTRATO-2023-16312,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Nuvem e Infraestrutura de TI,2023-08-14,2025-08-03,2026-04-30,720,270,3196971.95,4110010.0,3,0,0,Nenhum,0.2856,1,0.4599445523423593,0
CONTRATO-2026-16313,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Suporte Técnico e Manutenção,2026-12-18,2027-12-23,2027-12-23,370,0,593541.38,593541.38,0,0,0,Nenhum,0.0,0,0.10634675887938692,0
CONTRATO-2025-16314,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Consultoria e Projetos de Inovação,2025-07-27,2026-08-18,2026-10-17,387,60,1184016.4,1228360.09,1,0,0,Nenhum,0.0375,0,0.248247205692165,0
CONTRATO-2025-16315,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Licenças de Software Proprietário,2025-07-08,2026-06-27,2026-06-27,354,0,621335.68,621335.68,0,0,0,Nenhum,0.0,0,0.1437650333185381,0
CONTRATO-2023-16316,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Hardware e Equipamentos de Rede,2023-07-27,2024-07-29,2024-07-29,368,0,726231.81,726231.81,0,0,0,Nenhum,0.0,0,0.029685459800349975,0
CONTRATO-2026-16317,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Suporte Técnico e Manutenção,2026-01-05,2027-02-03,2027-05-04,394,90,706365.97,713085.19,1,0,0,Nenhum,0.0095,0,0.11072029088963632,0
CONTRATO-2021-16318,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Consultoria e Projetos de Inovação,2021-07-14,2022-07-31,2022-07-31,382,0,1982748.96,1982748.96,0,0,0,Nenhum,0.0,0,0.2316121706282459,0
CONTRATO-2022-16319,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Licenças de Software Proprietário,2022-06-16,2023-06-24,2023-06-24,373,0,398447.67,398447.67,0,0,0,Nenhum,0.0,0,0.037219714530884546,0
CONTRATO-2026-16320,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Licenças de Software Proprietário,2026-02-24,2026-12-11,2026-12-11,290,0,308713.38,308713.38,0,0,0,Nenhum,0.0,0,0.11304056974561379,0
CONTRATO-2023-16321,170010,Base Aérea de Brasília (BABR),Médio,Suporte Técnico e Manutenção,2023-06-16,2024-06-11,2024-06-11,361,0,367877.31,367877.31,0,0,0,Nenhum,0.0,0,0.10359494219916625,0
CONTRATO-2021-16322,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Desenvolvimento de Software Customizado,2021-09-26,2023-03-23,2023-03-23,543,0,3559177.66,3559177.66,0,0,0,Nenhum,0.0,0,0.3853859673288664,0
CONTRATO-2022-16323,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Desenvolvimento de Software Customizado,2022-03-27,2023-08-30,2023-08-30,521,0,6177521.23,6177521.23,0,0,0,Nenhum,0.0,0,0.33232566463527663,0
CONTRATO-2024-16324,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Desenvolvimento de Software Customizado,2024-03-08,2025-09-16,2025-09-16,557,0,4515527.31,4515527.31,0,0,0,Nenhum,0.0,0,0.3778273798491219,0
CONTRATO-2024-16325,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Desenvolvimento de Software Customizado,2024-04-19,2025-08-24,2025-08-24,492,0,7334756.02,7334756.02,0,0,0,Nenhum,0.0,0,0.23107747922733335,0
CONTRATO-2023-16326,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Suporte Técnico e Manutenção,2023-06-05,2024-07-17,2024-07-17,408,0,559811.8,559811.8,0,0,0,Nenhum,0.0,0,0.25115573227524335,0
CONTRATO-2021-16327,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Hardware e Equipamentos de Rede,2021-09-12,2022-08-08,2022-08-08,330,0,624271.39,624271.39,0,0,0,Nenhum,0.0,0,0.07645234183897104,0
CONTRATO-2024-16328,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Licenças de Software Proprietário,2024-10-16,2025-10-20,2025-12-19,369,60,500285.47,504000.65,1,0,0,Nenhum,0.0074,0,0.008135296202327372,0
CONTRATO-2026-16329,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Hardware e Equipamentos de Rede,2026-08-21,2027-09-15,2027-09-15,390,0,848020.09,848020.09,0,0,0,Nenhum,0.0,0,0.10856451446174238,0
CONTRATO-2026-16330,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Nuvem e Infraestrutura de TI,2026-04-02,2028-05-03,2028-05-03,762,0,2955872.05,2955872.05,0,0,0,Nenhum,0.0,0,0.10198031960819268,0
CONTRATO-2025-16331,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Suporte Técnico e Manutenção,2025-10-11,2026-10-07,2026-10-07,361,0,618914.63,618914.63,0,0,0,Nenhum,0.0,0,0.06056646374448943,0
CONTRATO-2026-16332,170010,Base Aérea de Brasília (BABR),Médio,Consultoria e Projetos de Inovação,2026-03-24,2027-02-15,2027-05-16,328,90,1562651.38,1633728.6,1,0,0,Nenhum,0.0455,0,0.26775408729156835,0
CONTRATO-2025-16333,170010,Base Aérea de Brasília (BABR),Médio,Licenças de Software Proprietário,2025-05-12,2026-06-06,2026-06-06,390,0,352261.19,352261.19,0,0,0,Nenhum,0.0,0,0.04888932177658546,0
CONTRATO-2021-16334,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Suporte Técnico e Manutenção,2021-10-25,2022-10-14,2023-01-12,354,90,389989.38,395906.37,1,0,0,Nenhum,0.0152,0,0.11588245513249246,0
CONTRATO-2021-16335,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Licenças de Software Proprietário,2021-10-05,2022-10-01,2022-10-01,361,0,571466.89,571466.89,0,0,0,Nenhum,0.0,0,0.08080751357200883,0
CONTRATO-2023-16336,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Consultoria e Projetos de Inovação,2023-12-25,2024-12-25,2024-12-25,366,0,2385914.73,2385914.73,0,0,0,Nenhum,0.0,0,0.1825990064298347,0
CONTRATO-2026-16337,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Nuvem e Infraestrutura de TI,2026-05-23,2028-03-10,2028-03-10,657,0,2036573.66,2036573.66,0,0,0,Nenhum,0.0,0,0.18196588187712348,0
CONTRATO-2021-16338,170010,Base Aérea de Brasília (BABR),Médio,Nuvem e Infraestrutura de TI,2021-10-09,2023-08-30,2023-08-30,690,0,1607547.73,1607547.73,0,0,0,Nenhum,0.0,0,0.1779869287373356,0
CONTRATO-2024-16339,170010,Base Aérea de Brasília (BABR),Médio,Consultoria e Projetos de Inovação,2024-01-15,2024-11-25,2024-11-25,315,0,963546.46,963546.46,0,0,0,Nenhum,0.0,0,0.23192278074152595,0
CONTRATO-2022-16340,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Hardware e Equipamentos de Rede,2022-10-08,2023-10-30,2023-10-30,387,0,776713.92,776713.92,0,0,0,Nenhum,0.0,0,0.12015097065602473,0
CONTRATO-2023-16341,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Nuvem e Infraestrutura de TI,2023-04-15,2025-05-09,2025-07-03,755,55,2181063.78,822843.85,2,0,1,Decisão Judicial,-0.6227,1,0.5296196586780532,1
CONTRATO-2022-16342,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Consultoria e Projetos de Inovação,2022-01-16,2023-02-07,2023-02-07,387,0,1520984.17,1520984.17,0,0,0,Nenhum,0.0,0,0.2553087805272417,0
CONTRATO-2023-16343,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Nuvem e Infraestrutura de TI,2023-02-16,2025-04-06,2025-04-06,780,0,3920249.0,3920249.0,0,0,0,Nenhum,0.0,0,0.15930017230014482,0
CONTRATO-2022-16344,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Consultoria e Projetos de Inovação,2022-05-01,2023-04-09,2023-04-09,343,0,1762193.61,1762193.61,0,0,0,Nenhum,0.0,0,0.21801894364906935,0
CONTRATO-2023-16345,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Consultoria e Projetos de Inovação,2023-02-21,2024-02-29,2024-02-29,373,0,1765769.6,1765769.6,0,0,0,Nenhum,0.0,0,0.2098206108344039,0
CONTRATO-2025-16346,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Hardware e Equipamentos de Rede,2025-08-31,2026-08-05,2026-08-05,339,0,1142792.35,1142792.35,0,0,0,Nenhum,0.0,0,0.09257742497698587,0
CONTRATO-2023-16347,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Consultoria e Projetos de Inovação,2023-09-28,2024-08-16,2025-03-21,323,217,1371974.66,1456426.99,2,1,0,Nenhum,0.0616,1,0.4275115825980296,0
CONTRATO-2021-16348,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Licenças de Software Proprietário,2021-09-03,2022-08-15,2022-08-15,346,0,330407.96,330407.96,0,0,0,Nenhum,0.0,0,0.0388713824905669,0
CONTRATO-2025-16349,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Desenvolvimento de Software Customizado,2025-05-25,2026-10-17,2026-10-17,510,0,3821317.95,3821317.95,0,0,0,Nenhum,0.0,0,0.3554456631363695,0
CONTRATO-2026-16350,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Desenvolvimento de Software Customizado,2026-10-24,2028-03-10,2028-03-10,503,0,4863582.71,4863582.71,0,0,0,Nenhum,0.0,0,0.4800344200022013,0
CONTRATO-2022-16351,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Suporte Técnico e Manutenção,2022-08-03,2023-07-27,2023-07-27,358,0,330430.44,330430.44,0,0,0,Nenhum,0.0,0,0.1410783384666833,0
CONTRATO-2026-16352,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Hardware e Equipamentos de Rede,2026-10-10,2027-10-26,2027-10-26,381,0,913882.9,913882.9,0,0,0,Nenhum,0.0,0,0.029282803372376553,0
CONTRATO-2026-16353,170010,Base Aérea de Brasília (BABR),Médio,Nuvem e Infraestrutura de TI,2026-08-03,2028-06-27,2028-06-27,694,0,3268162.41,3268162.41,0,0,0,Nenhum,0.0,0,0.20344805352838233,0
CONTRATO-2025-16354,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Licenças de Software Proprietário,2025-08-01,2026-09-03,2026-09-03,398,0,417799.35,417799.35,0,0,0,Nenhum,0.0,0,0.020931165567168966,0
CONTRATO-2026-16355,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Desenvolvimento de Software Customizado,2026-08-24,2028-02-15,2029-10-07,540,600,3395157.27,4064744.65,5,0,0,Nenhum,0.1972,1,0.4148700387967208,0
CONTRATO-2021-16356,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Consultoria e Projetos de Inovação,2021-08-07,2022-07-16,2022-07-16,343,0,2278714.29,2278714.29,0,0,0,Nenhum,0.0,0,0.21589141487298605,0
CONTRATO-2025-16357,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Consultoria e Projetos de Inovação,2025-02-07,2026-02-24,2026-02-24,382,0,1445248.96,1445248.96,0,0,0,Nenhum,0.0,0,0.422989523850147,0
CONTRATO-2024-16358,170010,Base Aérea de Brasília (BABR),Médio,Suporte Técnico e Manutenção,2024-05-11,2025-06-08,2025-06-08,393,0,495261.36,495261.36,0,0,0,Nenhum,0.0,0,0.10715593809401579,0
CONTRATO-2023-16359,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Licenças de Software Proprietário,2023-02-24,2024-02-11,2024-02-11,352,0,361766.87,361766.87,0,0,0,Nenhum,0.0,0,0.042647417978246026,0
CONTRATO-2023-16360,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Hardware e Equipamentos de Rede,2023-06-28,2024-07-30,2024-07-30,398,0,781834.17,781834.17,0,0,0,Nenhum,0.0,0,0.11396119166693852,0
CONTRATO-2024-16361,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Hardware e Equipamentos de Rede,2024-02-16,2024-12-23,2024-12-23,311,0,1177019.74,1177019.74,0,0,0,Nenhum,0.0,0,0.03730962789352826,0
CONTRATO-2023-16362,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Nuvem e Infraestrutura de TI,2023-12-20,2025-10-27,2025-12-26,677,60,839546.17,847787.47,1,0,0,Nenhum,0.0098,0,0.20961448572053476,0
CONTRATO-2023-16363,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Hardware e Equipamentos de Rede,2023-09-02,2024-08-27,2024-08-27,360,0,1145808.73,1145808.73,0,0,0,Nenhum,0.0,0,0.1107095005621678,0
CONTRATO-2021-16364,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Desenvolvimento de Software Customizado,2021-11-22,2023-05-18,2023-05-18,542,0,2926008.91,2926008.91,0,0,0,Nenhum,0.0,0,0.16018260976540977,0
CONTRATO-2023-16365,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Licenças de Software Proprietário,2023-09-21,2024-08-04,2024-08-04,318,0,329679.57,329679.57,0,0,0,Nenhum,0.0,0,0.04614649903204954,0
CONTRATO-2026-16366,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Nuvem e Infraestrutura de TI,2026-08-07,2028-09-26,2028-09-26,781,0,2907156.28,2907156.28,0,0,0,Nenhum,0.0,0,0.044730433762878635,0
CONTRATO-2023-16367,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Hardware e Equipamentos de Rede,2023-03-31,2024-05-21,2024-05-21,417,0,1189324.63,1189324.63,0,0,0,Nenhum,0.0,0,0.13389175896796982,0
CONTRATO-2022-16368,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Licenças de Software Proprietário,2022-07-04,2023-04-12,2023-04-12,282,0,414340.75,414340.75,0,0,0,Nenhum,0.0,0,0.1809403689477752,0
CONTRATO-2023-16369,170010,Base Aérea de Brasília (BABR),Médio,Hardware e Equipamentos de Rede,2023-11-07,2024-10-15,2026-06-07,343,600,1113135.43,1517483.35,5,0,0,Nenhum,0.3633,1,0.22598789421642074,0
CONTRATO-2025-16370,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Desenvolvimento de Software Customizado,2025-03-14,2026-10-07,2026-10-07,572,0,4140562.64,4140562.64,0,0,0,Nenhum,0.0,0,0.4458300275397302,0
CONTRATO-2022-16371,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Suporte Técnico e Manutenção,2022-02-22,2023-04-11,2023-04-11,413,0,380714.09,380714.09,0,0,0,Nenhum,0.0,0,0.07972298806002164,0
CONTRATO-2023-16372,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Suporte Técnico e Manutenção,2023-08-24,2024-09-24,2024-09-24,397,0,477713.12,477713.12,0,0,0,Nenhum,0.0,0,0.07011384836573263,0
CONTRATO-2022-16373,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Nuvem e Infraestrutura de TI,2022-06-13,2024-06-17,2025-10-10,735,480,3056631.78,3875006.18,4,0,0,Nenhum,0.2677,1,0.5935072504906804,1
CONTRATO-2022-16374,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Nuvem e Infraestrutura de TI,2022-12-19,2025-01-13,2025-04-13,756,90,3200992.46,1970692.55,2,0,1,Inexecução Total,-0.3843,1,0.724934909762654,1
CONTRATO-2021-16375,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Licenças de Software Proprietário,2021-10-25,2022-10-14,2022-10-14,354,0,426184.89,426184.89,0,0,0,Nenhum,0.0,0,0.044672929855947785,0
CONTRATO-2026-16376,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Suporte Técnico e Manutenção,2026-06-11,2027-07-05,2027-10-03,389,90,353481.87,366267.63,1,0,0,Nenhum,0.0362,0,0.04515978762330878,0
CONTRATO-2024-16377,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Licenças de Software Proprietário,2024-01-21,2024-12-29,2024-12-29,343,0,525122.51,525122.51,0,0,0,Nenhum,0.0,0,0.053459279372343155,0
CONTRATO-2021-16378,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Hardware e Equipamentos de Rede,2021-11-16,2023-01-10,2023-01-10,420,0,685846.11,685846.11,0,0,0,Nenhum,0.0,0,0.16888226534519837,0
CONTRATO-2021-16379,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Nuvem e Infraestrutura de TI,2021-05-14,2023-05-12,2023-07-25,728,74,3261312.71,1832859.05,1,0,1,Inexecução Parcial,-0.438,1,0.4207390957056703,0
CONTRATO-2024-16380,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Consultoria e Projetos de Inovação,2024-06-21,2025-05-07,2025-05-07,320,0,1403357.62,1403357.62,0,0,0,Nenhum,0.0,0,0.2832480190740951,0
CONTRATO-2024-16381,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Consultoria e Projetos de Inovação,2024-12-25,2026-01-14,2026-01-14,385,0,1786415.06,1786415.06,0,0,0,Nenhum,0.0,0,0.21065752880004823,0
CONTRATO-2021-16382,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Hardware e Equipamentos de Rede,2021-01-13,2022-02-04,2022-05-05,387,90,895645.65,932677.54,1,0,0,Nenhum,0.0413,0,0.18788962138584708,0
CONTRATO-2024-16383,170010,Base Aérea de Brasília (BABR),Médio,Suporte Técnico e Manutenção,2024-08-22,2025-08-23,2025-08-23,366,0,746583.86,746583.86,0,0,0,Nenhum,0.0,0,0.16577932198331882,0
CONTRATO-2023-16384,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Suporte Técnico e Manutenção,2023-08-07,2024-08-02,2024-08-02,361,0,681171.32,681171.32,0,0,0,Nenhum,0.0,0,0.09523364486526395,0
CONTRATO-2022-16385,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Consultoria e Projetos de Inovação,2022-11-18,2023-12-19,2023-12-19,396,0,1007428.08,1007428.08,0,0,0,Nenhum,0.0,0,0.15271272899906813,0
CONTRATO-2021-16386,170010,Base Aérea de Brasília (BABR),Médio,Suporte Técnico e Manutenção,2021-10-30,2022-11-08,2023-02-06,374,90,667829.33,690930.5,1,0,0,Nenhum,0.0346,0,0.10637304875036775,0
CONTRATO-2026-16387,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Desenvolvimento de Software Customizado,2026-09-09,2028-03-21,2028-03-21,559,0,3441957.8,3441957.8,0,0,0,Nenhum,0.0,0,0.33286908176157776,0
CONTRATO-2023-16388,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Desenvolvimento de Software Customizado,2023-09-21,2025-03-13,2025-04-10,539,28,5246213.7,2116040.89,1,0,1,Decisão Judicial,-0.5967,1,0.6215911000149582,1
CONTRATO-2025-16389,170010,Base Aérea de Brasília (BABR),Médio,Desenvolvimento de Software Customizado,2025-01-29,2026-06-03,2026-06-03,490,0,4393688.03,4393688.03,0,0,0,Nenhum,0.0,0,0.2882158255854837,0
CONTRATO-2023-16390,170010,Base Aérea de Brasília (BABR),Médio,Hardware e Equipamentos de Rede,2023-07-30,2024-06-10,2024-06-10,316,0,1118114.38,1118114.38,0,0,0,Nenhum,0.0,0,0.1309910113592059,0
CONTRATO-2023-16391,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Desenvolvimento de Software Customizado,2023-07-23,2025-01-21,2025-09-18,548,240,5822732.14,7327411.28,4,0,0,Nenhum,0.2584,1,0.38977754889055677,0
CONTRATO-2022-16392,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Consultoria e Projetos de Inovação,2022-04-09,2023-04-16,2023-04-16,372,0,1628121.27,1628121.27,0,0,0,Nenhum,0.0,0,0.23005131631326992,0
CONTRATO-2023-16393,200001,Ministério da Gestão e da Inovação em Serviços Públicos (MGI),Grande,Nuvem e Infraestrutura de TI,2023-11-05,2026-01-09,2026-01-09,796,0,2979548.53,2979548.53,0,0,0,Nenhum,0.0,0,0.0705882202748,0
CONTRATO-2024-16394,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Suporte Técnico e Manutenção,2024-11-02,2025-12-08,2025-12-08,401,0,496498.44,496498.44,0,0,0,Nenhum,0.0,0,0.06364358741921927,0
CONTRATO-2026-16395,201300,Instituto Nacional de Pesquisas Espaciais (INPE),Médio,Consultoria e Projetos de Inovação,2026-07-22,2027-06-21,2027-06-21,334,0,1371650.43,1371650.43,0,0,0,Nenhum,0.0,0,0.2168771130664211,0
CONTRATO-2023-16396,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Suporte Técnico e Manutenção,2023-08-03,2024-05-28,2024-05-28,299,0,603910.27,603910.27,0,0,0,Nenhum,0.0,0,0.05021559201893686,0
CONTRATO-2025-16397,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Desenvolvimento de Software Customizado,2025-04-24,2026-09-13,2026-09-13,507,0,3603418.08,3603418.08,0,0,0,Nenhum,0.0,0,0.27167360782956945,0
CONTRATO-2025-16398,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Desenvolvimento de Software Customizado,2025-10-18,2027-04-05,2027-04-05,534,0,4577747.91,4577747.91,0,0,0,Nenhum,0.0,0,0.40358011711539277,0
CONTRATO-2022-16399,150022,Universidade Federal de Santa Catarina (UFSC),Médio,Nuvem e Infraestrutura de TI,2022-06-22,2024-05-20,2024-06-19,698,30,3148160.32,3260161.02,1,0,0,Nenhum,0.0356,0,0.17744283286333015,0
CONTRATO-2023-16400,170010,Base Aérea de Brasília (BABR),Médio,Licenças de Software Proprietário,2023-03-23,2024-03-20,2024-03-20,363,0,353515.31,353515.31,0,0,0,Nenhum,0.0,0,0.0618198792464793,0
CONTRATO-2023-16401,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Desenvolvimento de Software Customizado,2023-11-10,2025-06-06,2025-06-06,574,0,5060220.2,5060220.2,0,0,0,Nenhum,0.0,0,0.47482852734811126,0
CONTRATO-2025-16402,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Nuvem e Infraestrutura de TI,2025-06-17,2027-06-04,2027-06-04,717,0,2660152.88,2660152.88,0,0,0,Nenhum,0.0,0,0.07512521625261251,0
CONTRATO-2021-16403,170010,Base Aérea de Brasília (BABR),Médio,Hardware e Equipamentos de Rede,2021-03-31,2022-03-20,2022-05-19,354,60,837587.84,851466.71,1,0,0,Nenhum,0.0166,0,0.11530180921266689,0
CONTRATO-2026-16404,200005,"Ministério da Ciência, Tecnologia e Inovação (MCTI)",Grande,Consultoria e Projetos de Inovação,2026-10-03,2027-10-16,2027-10-16,378,0,1658054.49,1658054.49,0,0,0,Nenhum,0.0,0,0.32183338539420236,0
CONTRATO-2022-16405,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Consultoria e Projetos de Inovação,2022-01-10,2023-01-16,2023-09-03,371,230,1382518.54,1499727.93,2,1,0,Nenhum,0.0848,1,0.5873323720993431,1
CONTRATO-2023-16406,200120,Comissão Nacional de Energia Nuclear (CNEN),Médio,Nuvem e Infraestrutura de TI,2023-08-03,2025-08-25,2025-11-23,753,90,3827663.8,4001627.71,1,0,0,Nenhum,0.0454,0,0.20753263915076192,0
CONTRATO-2023-16407,250001,Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN),Pequeno,Suporte Técnico e Manutenção,2023-07-24,2024-06-30,2024-06-30,342,0,520408.74,520408.74,0,0,0,Nenhum,0.0,0,0.22986609505198413,0
CONTRATO-2023-16408,170010,Base Aérea de Brasília (BABR),Médio,Licenças de Software Proprietário,2023-12-26,2025-01-05,2025-03-06,376,60,480735.99,481449.5,1,0,0,Nenhum,0.0015,0,0.07353599314810873,0
CONTRATO-2025-16409,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Desenvolvimento de Software Customizado,2025-10-03,2027-03-15,2027-05-03,528,49,4249978.62,1551677.22,1,0,1,Inexecução Parcial,-0.6349,1,0.6729254954789348,1
CONTRATO-2022-16410,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Licenças de Software Proprietário,2022-05-02,2023-05-23,2023-07-20,386,58,455227.93,199831.05,0,0,1,Inexecução Parcial,-0.561,1,0.2818622723001482,0
CONTRATO-2022-16411,170010,Base Aérea de Brasília (BABR),Médio,Hardware e Equipamentos de Rede,2022-09-14,2023-09-09,2023-09-09,360,0,806200.34,806200.34,0,0,0,Nenhum,0.0,0,0.0975608644488538,0
CONTRATO-2025-16412,120040,Companhia Nacional de Abastecimento (CONAB),Pequeno,Consultoria e Projetos de Inovação,2025-03-19,2026-03-31,2026-03-31,377,0,1036800.58,1036800.58,0,0,0,Nenhum,0.0,0,0.24851260930558478,0
