id_licitacao,orgao,categoria,valor_licitacao,num_concorrentes,dias_planejamento,historico_sancoes_vencedor,exclusividade_mei_me,criterio_julgamento,complexidade_textual,risco_irregularidade,risco_predito,probabilidade_risco
LIC-20264289,Ministério da Tecnologia,Desenvolvimento de Software,456850.18,6,49,0,0,0,0.678,0,0,0.002069047362704181
LIC-20264290,Ministério da Saúde,Suporte Técnico e Helpdesk,276880.26,5,25,0,0,0,0.6769,0,0,0.00236624332887126
LIC-20264291,Prefeitura Metropolitana,Segurança da Informação,1786717.45,1,42,0,1,0,0.771,0,0,0.1471085940735882
LIC-20264292,Prefeitura Metropolitana,Consultoria em Governança,260917.33,6,39,0,1,0,0.7943,0,0,0.0035785751034773773
LIC-20264293,Secretaria de Infraestrutura,Equipamentos de TI,103787.12,2,50,0,1,0,0.4937,0,0,0.11305890797840411
LIC-20264294,Tribunal de Justiça,Segurança da Informação,373120.18,8,45,0,0,0,0.5841,0,0,0.0022201462732672327
LIC-20264295,Prefeitura Metropolitana,Desenvolvimento de Software,113293.38,8,44,0,0,0,0.758,0,0,0.0034430820834426413
LIC-20264296,Ministério da Tecnologia,Consultoria em Governança,84051.88,3,38,0,0,0,0.8552,0,0,0.01170942929235788
LIC-20264297,Ministério da Educação,Equipamentos de TI,50000.0,7,61,0,0,0,0.6818,0,0,0.005523158280475084
LIC-20264298,Ministério da Educação,Suporte Técnico e Helpdesk,726758.33,1,65,0,1,0,0.6435,1,0,0.38132921516312296
LIC-20264299,Ministério da Educação,Serviços de Cloud Computing,210498.76,3,33,0,0,0,0.9369,0,0,0.015470892120036404
LIC-20264300,Prefeitura Metropolitana,Suporte Técnico e Helpdesk,50000.0,7,55,0,0,0,0.7628,0,0,0.005369318912698118
LIC-20264301,Tribunal de Justiça,Segurança da Informação,170949.38,6,36,1,0,1,0.936,1,1,0.8710009514565782
LIC-20264302,Governo Estadual,Consultoria em Governança,178624.11,3,33,0,0,0,0.8431,0,0,0.014724228525637921
LIC-20264303,Governo Estadual,Consultoria em Governança,50000.0,5,23,0,1,0,0.5822,0,0,0.0034770505672143182
LIC-20264304,Prefeitura Metropolitana,Consultoria em Governança,51971.36,5,40,0,0,0,0.8991,0,0,0.012147022167798194
LIC-20264305,Defensoria Pública,Equipamentos de TI,130691.73,9,36,0,1,1,0.7859,0,0,0.0034156040048379864
LIC-20264306,Tribunal de Justiça,Consultoria em Governança,374920.88,10,31,0,1,0,0.7407,0,0,0.0036085169001840323
LIC-20264307,Governo Estadual,Equipamentos de TI,165614.44,3,39,1,0,0,0.388,1,0,0.2681656970155426
LIC-20264308,Tribunal de Justiça,Suporte Técnico e Helpdesk,1825247.78,6,52,0,0,1,0.9351,0,0,0.023841910251238857
LIC-20264309,Governo Estadual,Desenvolvimento de Software,437329.53,10,53,0,1,0,0.445,0,0,0.0027825740500365304
LIC-20264310,Ministério da Tecnologia,Consultoria em Governança,917722.1,6,29,0,0,0,0.6847,0,0,0.0019511883608960875
LIC-20264311,Ministério da Saúde,Segurança da Informação,151629.1,4,60,0,0,0,0.6728,0,0,0.0029472802641008714
LIC-20264312,Defensoria Pública,Desenvolvimento de Software,50000.0,6,38,0,0,0,0.6219,0,0,0.004407191569839501
LIC-20264313,Ministério da Saúde,Consultoria em Governança,87193.7,4,56,0,0,0,0.7459,0,0,0.003410961538533392
LIC-20264314,Ministério da Tecnologia,Suporte Técnico e Helpdesk,750706.17,5,40,0,1,0,0.7676,0,0,0.0029030756966723316
LIC-20264315,Defensoria Pública,Suporte Técnico e Helpdesk,3474361.34,3,70,0,0,1,0.695,0,0,0.022358759515817186
LIC-20264316,Ministério da Educação,Consultoria em Governança,540992.29,5,27,0,1,0,0.7725,0,0,0.003606627252290108
LIC-20264317,Ministério da Educação,Segurança da Informação,1450591.74,8,42,0,0,0,0.5046,0,0,0.0018927452149849577
LIC-20264318,Ministério da Saúde,Consultoria em Governança,205961.08,5,28,0,0,1,0.4988,0,0,0.004293187726033478
LIC-20264319,Defensoria Pública,Consultoria em Governança,50000.0,5,42,0,0,0,0.7441,0,0,0.003753368843158076
LIC-20264320,Ministério da Educação,Equipamentos de TI,158478.24,5,44,0,1,0,0.8781,0,0,0.016283035357843343
LIC-20264321,Secretaria de Infraestrutura,Segurança da Informação,246695.87,5,52,0,1,0,0.9419,0,0,0.015370248308671002
LIC-20264322,Governo Estadual,Suporte Técnico e Helpdesk,61666.52,5,59,0,0,0,0.8931,1,0,0.011228646839613965
LIC-20264323,Ministério da Tecnologia,Consultoria em Governança,1358101.77,4,43,0,0,0,0.8248,0,0,0.010399793610892803
LIC-20264324,Ministério da Saúde,Desenvolvimento de Software,50000.0,4,52,0,0,0,0.5821,0,0,0.0035006929197142623
LIC-20264325,Defensoria Pública,Equipamentos de TI,146040.68,8,32,0,0,1,0.8777,0,0,0.034456033355833415
LIC-20264326,Tribunal de Justiça,Suporte Técnico e Helpdesk,56727.27,3,65,0,0,0,0.5956,0,0,0.004391969906888018
LIC-20264327,Ministério da Saúde,Serviços de Cloud Computing,1494832.76,4,48,0,0,0,0.4756,0,0,0.002815874354860825
LIC-20264328,Ministério da Saúde,Equipamentos de TI,801310.11,10,59,0,1,1,0.762,0,0,0.002032451353037062
LIC-20264329,Governo Estadual,Serviços de Cloud Computing,51380.88,3,25,1,1,0,0.7973,0,0,0.3497041386527359
LIC-20264330,Ministério da Educação,Segurança da Informação,620336.96,11,47,0,0,1,0.6827,0,0,0.004410885611913692
LIC-20264331,Prefeitura Metropolitana,Consultoria em Governança,751908.56,5,32,0,0,1,0.7769,0,0,0.00504657932261085
LIC-20264332,Tribunal de Justiça,Serviços de Cloud Computing,281249.37,5,48,0,1,1,0.6354,0,0,0.002193304070013212
LIC-20264333,Defensoria Pública,Equipamentos de TI,50000.0,5,47,0,1,1,0.8586,0,0,0.023402217734150785
LIC-20264334,Ministério da Saúde,Equipamentos de TI,98535.77,7,29,0,0,0,0.6725,0,0,0.004687732297195991
LIC-20264335,Defensoria Pública,Consultoria em Governança,646532.81,5,41,0,0,0,0.8886,0,0,0.013344116109458737
LIC-20264336,Tribunal de Justiça,Desenvolvimento de Software,77313.68,6,39,0,0,0,0.8746,0,0,0.011423266374975361
LIC-20264337,Tribunal de Justiça,Consultoria em Governança,388144.65,4,44,0,1,1,0.8807,0,0,0.034825493424949866
LIC-20264338,Secretaria de Infraestrutura,Desenvolvimento de Software,251236.25,3,68,0,0,1,0.8662,0,0,0.022723230559435384
LIC-20264339,Prefeitura Metropolitana,Segurança da Informação,581098.47,5,20,0,0,0,0.6675,0,0,0.0033183377006345254
LIC-20264340,Defensoria Pública,Serviços de Cloud Computing,191472.8,9,36,0,1,0,0.8309,0,0,0.016079442722707504
LIC-20264341,Tribunal de Justiça,Consultoria em Governança,713090.9,1,41,0,1,1,0.934,0,0,0.32203610726663434
LIC-20264342,Ministério da Tecnologia,Desenvolvimento de Software,711549.74,6,26,0,0,0,0.468,0,0,0.003594680914940077
LIC-20264343,Ministério da Tecnologia,Consultoria em Governança,196225.95,4,29,0,1,0,0.5266,0,0,0.003929236437929254
LIC-20264344,Ministério da Educação,Serviços de Cloud Computing,1472236.03,9,56,0,0,1,0.9468,0,0,0.02670462628920767
LIC-20264345,Prefeitura Metropolitana,Segurança da Informação,50000.0,5,72,0,0,0,0.8485,0,0,0.013490838330174606
LIC-20264346,Tribunal de Justiça,Segurança da Informação,182272.73,7,30,0,1,1,0.953,1,0,0.12374429867277467
LIC-20264347,Prefeitura Metropolitana,Serviços de Cloud Computing,80408.05,3,46,0,1,0,0.6724,0,0,0.006009120414832707
LIC-20264348,Ministério da Saúde,Consultoria em Governança,1161111.47,6,24,0,1,1,0.6991,0,0,0.0033748719899421697
LIC-20264349,Prefeitura Metropolitana,Consultoria em Governança,322310.74,8,42,0,0,1,0.5593,0,0,0.004288792784914504
LIC-20264350,Defensoria Pública,Desenvolvimento de Software,1781251.3,5,35,0,0,1,0.8969,0,0,0.02810405719585625
LIC-20264351,Secretaria de Infraestrutura,Consultoria em Governança,323757.57,13,61,0,0,0,0.8573,0,0,0.025349682168815744
LIC-20264352,Ministério da Saúde,Equipamentos de TI,4601738.16,6,43,0,0,0,0.5303,0,0,0.012924638805809274
LIC-20264353,Secretaria de Infraestrutura,Suporte Técnico e Helpdesk,120070.39,5,35,0,0,0,0.7295,0,0,0.0035846377619973635
LIC-20264354,Prefeitura Metropolitana,Desenvolvimento de Software,2326665.67,7,17,0,1,0,0.9585,0,0,0.04620094078359714
LIC-20264355,Defensoria Pública,Suporte Técnico e Helpdesk,50000.0,2,35,0,1,0,0.4927,0,0,0.11809971522626878
LIC-20264356,Governo Estadual,Segurança da Informação,88904.32,3,65,0,0,0,0.7542,0,0,0.0042688950086596095
LIC-20264357,Ministério da Saúde,Consultoria em Governança,524254.45,5,37,1,0,0,0.8144,1,1,0.8673326217516394
LIC-20264358,Tribunal de Justiça,Desenvolvimento de Software,596078.06,4,58,0,0,0,0.8982,0,0,0.01349770827338858
LIC-20264359,Prefeitura Metropolitana,Suporte Técnico e Helpdesk,116992.35,4,40,0,0,0,0.8745,0,0,0.011581999438944135
LIC-20264360,Defensoria Pública,Equipamentos de TI,230259.39,9,56,0,0,1,0.6801,0,0,0.0032175646063809043
LIC-20264361,Ministério da Saúde,Suporte Técnico e Helpdesk,63717.6,5,28,1,0,0,0.6698,0,0,0.37885178185353824
LIC-20264362,Tribunal de Justiça,Equipamentos de TI,154296.54,3,60,0,1,0,0.9903,0,0,0.030382755688986785
LIC-20264363,Ministério da Educação,Segurança da Informação,1677601.9,5,61,0,0,0,0.4263,0,0,0.00358618847742488
LIC-20264364,Ministério da Saúde,Consultoria em Governança,642251.78,5,51,0,1,0,0.7132,0,0,0.0038214889098611062
LIC-20264365,Tribunal de Justiça,Consultoria em Governança,221058.72,4,20,0,0,0,0.9878,0,0,0.016444112974723417
LIC-20264366,Secretaria de Infraestrutura,Desenvolvimento de Software,231218.72,3,27,0,0,1,0.3504,0,0,0.004864990401825054
LIC-20264367,Tribunal de Justiça,Serviços de Cloud Computing,192314.15,5,25,0,1,0,0.8818,0,0,0.0197725806826484
LIC-20264368,Ministério da Tecnologia,Equipamentos de TI,63907.33,7,31,0,0,1,0.7909,0,0,0.006133682035486107
LIC-20264369,Prefeitura Metropolitana,Desenvolvimento de Software,50000.0,3,62,0,0,0,0.9501,0,0,0.021621086986738956
LIC-20264370,Ministério da Educação,Desenvolvimento de Software,142810.54,4,29,0,1,0,0.703,0,0,0.0042966744112151525
LIC-20264371,Defensoria Pública,Suporte Técnico e Helpdesk,50000.0,3,16,1,0,0,0.6893,0,0,0.3259626142410265
LIC-20264372,Ministério da Saúde,Segurança da Informação,317519.72,8,28,0,0,0,0.6931,0,0,0.0029503417040865777
LIC-20264373,Governo Estadual,Equipamentos de TI,103106.08,3,33,0,1,1,0.3657,0,0,0.0039107219817030225
LIC-20264374,Tribunal de Justiça,Desenvolvimento de Software,1362130.61,1,22,0,0,0,0.7246,0,0,0.09662424448415327
LIC-20264375,Defensoria Pública,Serviços de Cloud Computing,302744.28,4,61,0,1,1,0.8353,0,0,0.01992150000975056
LIC-20264376,Governo Estadual,Desenvolvimento de Software,1395059.77,10,50,0,1,0,0.9541,0,0,0.014563473894035476
LIC-20264377,Governo Estadual,Segurança da Informação,271313.14,7,44,0,0,0,0.7628,0,0,0.00431754823463002
LIC-20264378,Tribunal de Justiça,Desenvolvimento de Software,1587931.17,7,61,0,0,1,0.7704,0,0,0.008033548075876421
LIC-20264379,Defensoria Pública,Desenvolvimento de Software,1145770.94,3,31,0,0,0,0.8646,0,0,0.015424546557534113
LIC-20264380,Defensoria Pública,Segurança da Informação,50000.0,4,46,0,0,0,0.662,0,0,0.003578397187906882
LIC-20264381,Ministério da Educação,Desenvolvimento de Software,61403.64,5,31,0,0,1,0.682,0,0,0.004305204313919785
LIC-20264382,Ministério da Saúde,Desenvolvimento de Software,212657.82,6,42,0,1,0,0.4925,0,0,0.003937421437722819
LIC-20264383,Secretaria de Infraestrutura,Equipamentos de TI,151028.9,7,41,0,1,0,0.4819,0,0,0.003991345919090352
LIC-20264384,Ministério da Educação,Serviços de Cloud Computing,294655.77,6,35,0,0,1,0.8724,0,0,0.023983827638863735
LIC-20264385,Ministério da Saúde,Suporte Técnico e Helpdesk,293537.12,11,61,1,0,0,0.8254,1,1,0.8254023833514406
LIC-20264386,Ministério da Saúde,Equipamentos de TI,57922.46,7,18,0,1,0,0.9358,0,0,0.027000298729894578
LIC-20264387,Secretaria de Infraestrutura,Desenvolvimento de Software,850707.19,5,24,0,1,0,0.6987,0,0,0.0021064766258016183
LIC-20264388,Ministério da Educação,Consultoria em Governança,101008.13,9,63,1,1,0,0.8147,1,1,0.7174669051219051
LIC-20264389,Ministério da Saúde,Segurança da Informação,947254.74,5,44,0,0,0,0.8304,0,0,0.011230667402499298
LIC-20264390,Ministério da Saúde,Equipamentos de TI,201364.65,6,41,0,1,0,0.4724,0,0,0.0032954438933548358
LIC-20264391,Secretaria de Infraestrutura,Suporte Técnico e Helpdesk,792813.18,7,33,0,0,0,0.8535,0,0,0.0133567006128305
LIC-20264392,Ministério da Educação,Segurança da Informação,284762.0,4,41,0,0,0,0.909,0,0,0.01137880181721746
LIC-20264393,Secretaria de Infraestrutura,Serviços de Cloud Computing,430678.42,5,32,0,0,0,0.9002,0,0,0.01467577042891432
LIC-20264394,Ministério da Saúde,Suporte Técnico e Helpdesk,1230360.35,7,24,0,1,0,0.6081,0,0,0.002157235384186865
LIC-20264395,Secretaria de Infraestrutura,Suporte Técnico e Helpdesk,281386.66,6,34,1,1,0,0.2444,0,0,0.34463278051552426
LIC-20264396,Secretaria de Infraestrutura,Segurança da Informação,514721.47,9,42,0,0,0,0.7206,0,0,0.003524789759438463
LIC-20264397,Ministério da Educação,Equipamentos de TI,994452.78,8,39,0,0,0,0.7612,0,0,0.0027595669632261965
LIC-20264398,Ministério da Saúde,Suporte Técnico e Helpdesk,1352188.26,6,45,1,0,0,0.7337,0,0,0.29684074963087614
LIC-20264399,Governo Estadual,Segurança da Informação,175498.32,7,57,0,0,0,0.5891,0,0,0.0032718847275392043
LIC-20264400,Tribunal de Justiça,Desenvolvimento de Software,355325.39,4,22,1,0,0,0.8861,0,1,0.7566722461465446
LIC-20264401,Ministério da Educação,Desenvolvimento de Software,371003.6,3,35,0,1,0,0.3702,0,0,0.004279067138074009
LIC-20264402,Ministério da Educação,Segurança da Informação,2246505.97,3,66,0,0,0,0.7387,0,0,0.006908766737456502
LIC-20264403,Tribunal de Justiça,Segurança da Informação,937152.1,3,39,0,0,0,0.6406,0,0,0.0014759810504995153
LIC-20264404,Ministério da Tecnologia,Consultoria em Governança,542708.61,3,63,0,0,0,0.5925,0,0,0.0022304541276839895
LIC-20264405,Prefeitura Metropolitana,Equipamentos de TI,707617.54,4,56,1,0,0,0.4113,1,0,0.2505384097949673
LIC-20264406,Secretaria de Infraestrutura,Suporte Técnico e Helpdesk,294916.64,5,22,0,0,0,0.8481,0,0,0.01420513518912947
LIC-20264407,Defensoria Pública,Serviços de Cloud Computing,658319.8,4,21,0,1,0,0.6181,0,0,0.0025336113575469975
LIC-20264408,Tribunal de Justiça,Serviços de Cloud Computing,1300671.22,6,31,0,0,0,0.9103,0,0,0.01221713088027434
LIC-20264409,Ministério da Saúde,Desenvolvimento de Software,183654.77,5,64,0,0,0,0.574,0,0,0.003408218289106882
LIC-20264410,Ministério da Tecnologia,Equipamentos de TI,314960.52,4,40,0,0,1,0.5677,0,0,0.003735682456122062
LIC-20264411,Secretaria de Infraestrutura,Segurança da Informação,50000.0,6,58,0,1,0,0.97,0,0,0.01625733331756854
LIC-20264412,Governo Estadual,Equipamentos de TI,582532.5,5,46,0,0,0,0.6268,0,0,0.0019773514931786477
LIC-20264413,Ministério da Tecnologia,Serviços de Cloud Computing,1787609.82,6,42,0,0,0,0.7856,0,0,0.002047836478779827
LIC-20264414,Defensoria Pública,Equipamentos de TI,112078.16,1,57,0,0,1,0.5364,0,0,0.12200660219745771
LIC-20264415,Governo Estadual,Equipamentos de TI,199763.79,5,71,0,1,0,0.8202,0,0,0.01246669248904204
LIC-20264416,Governo Estadual,Desenvolvimento de Software,538572.45,5,37,0,0,0,0.7979,0,0,0.002330848758160281
LIC-20264417,Ministério da Tecnologia,Desenvolvimento de Software,262901.92,9,55,0,1,0,0.7519,0,0,0.00434336820556258
LIC-20264418,Tribunal de Justiça,Segurança da Informação,454300.38,1,41,0,0,0,0.484,0,0,0.06987794918960734
LIC-20264419,Ministério da Saúde,Suporte Técnico e Helpdesk,50000.0,8,28,0,0,0,0.6003,0,0,0.004185356954787295
LIC-20264420,Governo Estadual,Serviços de Cloud Computing,388531.59,5,43,1,0,0,0.6136,0,0,0.2828222102131431
LIC-20264421,Tribunal de Justiça,Consultoria em Governança,310446.95,8,38,0,0,0,0.5121,0,0,0.002739360287278846
LIC-20264422,Tribunal de Justiça,Desenvolvimento de Software,220947.64,3,30,0,0,1,0.5435,0,0,0.01613180484809422
LIC-20264423,Governo Estadual,Serviços de Cloud Computing,50000.0,4,51,0,0,0,0.4692,0,0,0.0048629326860923265
LIC-20264424,Defensoria Pública,Consultoria em Governança,160821.2,4,59,0,1,0,0.8253,0,0,0.012006702139720125
LIC-20264425,Defensoria Pública,Segurança da Informação,327620.67,7,61,0,0,1,0.7515,0,0,0.004195160188538608
LIC-20264426,Governo Estadual,Segurança da Informação,603380.79,7,38,0,0,1,0.6887,0,0,0.004033849068256138
LIC-20264427,Governo Estadual,Segurança da Informação,2483500.52,4,55,0,1,1,0.4466,0,0,0.0040939029565458486
LIC-20264428,Prefeitura Metropolitana,Suporte Técnico e Helpdesk,111369.8,8,40,0,0,1,0.5757,0,0,0.00456838363009708
LIC-20264429,Governo Estadual,Serviços de Cloud Computing,333222.4,5,51,0,0,0,0.7897,0,0,0.0027150915128610004
LIC-20264430,Ministério da Educação,Suporte Técnico e Helpdesk,347712.05,3,40,0,1,0,0.445,0,0,0.004279067138074009
LIC-20264431,Ministério da Saúde,Suporte Técnico e Helpdesk,9810054.55,7,35,0,1,0,0.8727,0,0,0.10922615943438091
LIC-20264432,Tribunal de Justiça,Desenvolvimento de Software,745660.75,4,38,0,0,0,0.8891,0,0,0.012124449458159856
LIC-20264433,Tribunal de Justiça,Consultoria em Governança,185794.57,8,52,0,0,1,0.6775,0,0,0.004289806228036489
LIC-20264434,Tribunal de Justiça,Suporte Técnico e Helpdesk,228059.4,4,30,0,0,0,0.7366,0,0,0.002805740149185032
LIC-20264435,Tribunal de Justiça,Serviços de Cloud Computing,395833.37,5,49,0,0,0,0.706,0,0,0.0021642657278157073
LIC-20264436,Defensoria Pública,Consultoria em Governança,1754936.6,8,31,0,0,0,0.4873,0,0,0.0025007592126258787
LIC-20264437,Governo Estadual,Consultoria em Governança,1456114.65,7,43,1,0,0,0.8608,1,1,0.8544751254712923
LIC-20264438,Secretaria de Infraestrutura,Serviços de Cloud Computing,698063.69,7,61,0,1,0,0.6269,0,0,0.00257025117780348
LIC-20264439,Secretaria de Infraestrutura,Serviços de Cloud Computing,1655632.72,4,59,0,0,0,0.5785,0,0,0.002517698737017601
LIC-20264440,Ministério da Saúde,Equipamentos de TI,881443.54,4,46,0,1,0,0.8504,0,0,0.012686125737885351
LIC-20264441,Ministério da Saúde,Desenvolvimento de Software,141803.81,4,62,0,0,0,0.4858,0,0,0.003852164306381116
LIC-20264442,Governo Estadual,Desenvolvimento de Software,192798.01,4,11,0,0,0,0.4837,0,0,0.22466204717522473
LIC-20264443,Ministério da Educação,Serviços de Cloud Computing,98839.06,5,45,0,0,1,0.765,0,0,0.004700012841348479
LIC-20264444,Prefeitura Metropolitana,Suporte Técnico e Helpdesk,246305.32,6,63,0,1,0,0.6984,0,0,0.0031574858190211498
LIC-20264445,Tribunal de Justiça,Consultoria em Governança,883120.56,6,55,0,0,0,0.9674,0,0,0.012006161159263945
LIC-20264446,Governo Estadual,Desenvolvimento de Software,938517.8,8,49,1,0,1,0.9433,1,1,0.8780342498499113
LIC-20264447,Ministério da Saúde,Serviços de Cloud Computing,257946.64,6,36,0,1,0,0.8495,0,0,0.01300645587526996
LIC-20264448,Tribunal de Justiça,Equipamentos de TI,105883.13,7,26,0,0,0,0.7993,0,0,0.007832905158243001
LIC-20264449,Ministério da Tecnologia,Serviços de Cloud Computing,1006306.4,4,18,0,0,1,0.9301,0,0,0.04087464618476397
LIC-20264450,Prefeitura Metropolitana,Consultoria em Governança,91822.6,1,44,0,0,0,0.8996,1,1,0.6661782033085158
LIC-20264451,Ministério da Tecnologia,Equipamentos de TI,650292.64,3,52,0,0,0,0.4965,0,0,0.0021552399182748518
LIC-20264452,Tribunal de Justiça,Serviços de Cloud Computing,965465.06,5,24,0,0,1,0.2475,0,0,0.004568430187288952
LIC-20264453,Tribunal de Justiça,Desenvolvimento de Software,351426.59,6,25,0,0,0,0.8838,0,0,0.01246410634535525
LIC-20264454,Ministério da Tecnologia,Equipamentos de TI,4247415.65,7,21,1,0,0,0.5618,1,0,0.3500914980908142
LIC-20264455,Ministério da Educação,Desenvolvimento de Software,1443877.17,4,38,0,0,0,0.6149,0,0,0.0025641054040917905
LIC-20264456,Ministério da Tecnologia,Suporte Técnico e Helpdesk,527227.95,5,24,0,1,0,0.5319,0,0,0.0026332476423772465
LIC-20264457,Ministério da Educação,Equipamentos de TI,323903.72,2,57,0,0,0,0.6829,1,0,0.1089705512667741
LIC-20264458,Tribunal de Justiça,Equipamentos de TI,425501.73,2,33,0,0,1,0.7485,0,0,0.1803875117471422
LIC-20264459,Defensoria Pública,Serviços de Cloud Computing,141573.51,4,49,0,1,0,0.8568,0,0,0.013314777425176108
LIC-20264460,Governo Estadual,Equipamentos de TI,88644.75,7,18,0,0,0,0.8405,0,0,0.011902692407093258
LIC-20264461,Ministério da Tecnologia,Segurança da Informação,504226.56,8,56,0,0,0,0.5455,0,0,0.0023644805330355367
LIC-20264462,Secretaria de Infraestrutura,Consultoria em Governança,243798.23,3,47,1,0,0,0.7495,0,0,0.25595674237063454
LIC-20264463,Ministério da Educação,Desenvolvimento de Software,300730.57,10,68,0,0,0,0.902,0,0,0.019968604827060425
LIC-20264464,Ministério da Tecnologia,Serviços de Cloud Computing,50000.0,3,49,0,1,0,0.6915,0,0,0.005941785474258331
LIC-20264465,Tribunal de Justiça,Serviços de Cloud Computing,90352.11,7,68,0,0,0,0.6029,0,0,0.0046537574904227195
LIC-20264466,Secretaria de Infraestrutura,Consultoria em Governança,297159.66,7,57,0,0,0,0.6445,0,0,0.0027989352304273185
LIC-20264467,Governo Estadual,Equipamentos de TI,167227.86,2,55,0,1,1,0.7287,0,0,0.10344504645870004
LIC-20264468,Secretaria de Infraestrutura,Consultoria em Governança,734541.35,7,41,0,0,0,0.7187,0,0,0.002486844199002603
LIC-20264469,Tribunal de Justiça,Desenvolvimento de Software,1551620.96,7,84,0,0,0,0.3369,0,0,0.004753016558912041
LIC-20264470,Tribunal de Justiça,Segurança da Informação,450409.81,3,40,0,0,0,0.716,0,0,0.0023060330970200702
LIC-20264471,Prefeitura Metropolitana,Serviços de Cloud Computing,99825.38,11,47,1,0,0,0.7946,0,0,0.3987837805002852
LIC-20264472,Governo Estadual,Serviços de Cloud Computing,417743.5,7,60,0,0,0,0.3964,0,0,0.0033580176858691675
LIC-20264473,Ministério da Saúde,Consultoria em Governança,958502.43,6,56,0,1,0,0.6622,0,0,0.0019745240803384
LIC-20264474,Prefeitura Metropolitana,Serviços de Cloud Computing,339363.28,4,34,0,1,0,0.9064,0,0,0.022139621204872464
LIC-20264475,Defensoria Pública,Serviços de Cloud Computing,341955.41,7,45,0,0,0,0.8432,0,0,0.011189636106726736
LIC-20264476,Ministério da Educação,Suporte Técnico e Helpdesk,91798.31,6,41,0,0,0,0.5045,0,0,0.0049688190775987835
LIC-20264477,Ministério da Educação,Serviços de Cloud Computing,2730796.38,7,28,0,1,0,0.9805,0,0,0.03773767779026434
LIC-20264478,Secretaria de Infraestrutura,Consultoria em Governança,105532.04,2,53,0,1,0,0.7734,0,0,0.0834345940198638
LIC-20264479,Governo Estadual,Suporte Técnico e Helpdesk,278164.44,7,54,0,1,0,0.23,0,0,0.005047992113376989
LIC-20264480,Defensoria Pública,Serviços de Cloud Computing,305453.16,5,34,0,0,0,0.9092,0,0,0.016309068881849294
LIC-20264481,Governo Estadual,Consultoria em Governança,85253.31,8,40,0,0,0,0.7975,0,0,0.004333667956252947
LIC-20264482,Governo Estadual,Segurança da Informação,3051075.42,2,40,0,0,0,0.6245,0,0,0.13721289887639146
LIC-20264483,Defensoria Pública,Consultoria em Governança,50000.0,1,47,0,0,1,0.5873,0,0,0.10451734458416079
LIC-20264484,Defensoria Pública,Suporte Técnico e Helpdesk,551489.29,9,43,0,1,0,0.694,0,0,0.00374299301759893
LIC-20264485,Prefeitura Metropolitana,Segurança da Informação,392002.23,1,56,0,1,0,0.7498,0,0,0.1906208764178352
LIC-20264486,Secretaria de Infraestrutura,Consultoria em Governança,1556865.91,3,76,0,1,0,0.4656,0,0,0.008064733450414441
LIC-20264487,Ministério da Saúde,Serviços de Cloud Computing,109049.11,3,32,0,0,0,0.5781,0,0,0.0038498610465567042
LIC-20264488,Tribunal de Justiça,Serviços de Cloud Computing,569077.7,5,9,0,0,0,0.3854,1,0,0.3913857560500151
LIC-20264489,Defensoria Pública,Serviços de Cloud Computing,546865.36,6,34,1,0,0,0.5883,0,0,0.293332939566504
LIC-20264490,Secretaria de Infraestrutura,Serviços de Cloud Computing,296423.89,5,36,0,0,0,0.5336,0,0,0.002665210973700592
LIC-20264491,Prefeitura Metropolitana,Suporte Técnico e Helpdesk,255816.08,8,27,0,0,1,0.8171,0,0,0.018060266367181443
LIC-20264492,Secretaria de Infraestrutura,Segurança da Informação,233139.34,4,61,0,0,0,0.7272,0,0,0.007705668329149083
LIC-20264493,Ministério da Tecnologia,Equipamentos de TI,50000.0,4,31,0,0,0,0.4171,0,0,0.006783584613679104
LIC-20264494,Prefeitura Metropolitana,Segurança da Informação,214985.77,4,52,0,0,0,0.7313,0,0,0.0029023737729943085
LIC-20264495,Ministério da Educação,Serviços de Cloud Computing,171048.76,5,57,0,0,0,0.6422,0,0,0.002557531008061904
LIC-20264496,Ministério da Educação,Equipamentos de TI,296941.83,6,45,0,0,0,0.7103,0,0,0.0023079448826074404
LIC-20264497,Defensoria Pública,Segurança da Informação,50000.0,8,40,0,0,1,0.6454,0,0,0.014206885988611527
LIC-20264498,Governo Estadual,Serviços de Cloud Computing,125091.07,6,39,0,0,0,0.9526,0,0,0.010577587422182717
LIC-20264499,Ministério da Saúde,Suporte Técnico e Helpdesk,172892.23,9,45,0,1,1,0.7037,0,0,0.0017736948592515958
LIC-20264500,Governo Estadual,Suporte Técnico e Helpdesk,331637.69,3,55,0,1,0,0.6952,0,0,0.003547440257895772
LIC-20264501,Defensoria Pública,Suporte Técnico e Helpdesk,145025.5,8,28,0,1,0,0.4689,0,0,0.004517907128857487
LIC-20264502,Secretaria de Infraestrutura,Suporte Técnico e Helpdesk,108873.43,6,58,0,1,0,0.7414,0,0,0.004299790401911201
LIC-20264503,Governo Estadual,Suporte Técnico e Helpdesk,1437190.84,5,76,1,0,0,0.7426,0,0,0.28586663394651596
LIC-20264504,Governo Estadual,Equipamentos de TI,67851.5,6,50,0,0,0,0.7861,0,0,0.004796394920262858
LIC-20264505,Secretaria de Infraestrutura,Desenvolvimento de Software,384585.97,6,49,0,0,0,0.764,0,0,0.003385796641417192
LIC-20264506,Ministério da Tecnologia,Suporte Técnico e Helpdesk,3332938.81,2,48,0,0,0,0.6732,0,0,0.12215434679289615
