uasg,orgao,porte,data,volume_contratado_ti_milhares,quantidade_processos,pressao_controle_tcu,volume_impugnacoes,latencia_media_dias,pressao_tcu_lag1,pressao_tcu_lag2
150089,Tribunal Regional Federal 20,Médio,2023-08-01,823.36,4,1,1,154.04,0,7
150089,Tribunal Regional Federal 20,Médio,2023-09-01,1957.88,8,6,4,215.26,1,0
150089,Tribunal Regional Federal 20,Médio,2023-10-01,4658.45,12,5,4,199.1,6,1
150089,Tribunal Regional Federal 20,Médio,2023-11-01,2683.82,12,5,2,159.56,5,6
150089,Tribunal Regional Federal 20,Médio,2023-12-01,662.13,2,2,0,146.95,5,5
150089,Tribunal Regional Federal 20,Médio,2024-01-01,555.68,7,2,2,172.0,2,5
150089,Tribunal Regional Federal 20,Médio,2024-02-01,912.0,6,2,0,171.28,2,2
150089,Tribunal Regional Federal 20,Médio,2024-03-01,1436.81,11,4,1,186.18,2,2
150089,Tribunal Regional Federal 20,Médio,2024-04-01,581.52,3,6,2,205.39,4,2
150089,Tribunal Regional Federal 20,Médio,2024-05-01,941.05,3,3,1,175.44,6,4
150089,Tribunal Regional Federal 20,Médio,2024-06-01,548.86,4,5,2,217.22,3,6
150089,Tribunal Regional Federal 20,Médio,2024-07-01,3497.78,8,2,2,181.98,5,3
150089,Tribunal Regional Federal 20,Médio,2024-08-01,559.27,5,8,1,217.37,2,5
150089,Tribunal Regional Federal 20,Médio,2024-09-01,3144.02,8,8,4,225.57,8,2
150089,Tribunal Regional Federal 20,Médio,2024-10-01,3251.32,11,2,3,176.99,8,8
150089,Tribunal Regional Federal 20,Médio,2024-11-01,3532.41,12,3,0,160.9,2,8
150089,Tribunal Regional Federal 20,Médio,2024-12-01,1022.94,4,4,0,159.61,3,2
150089,Tribunal Regional Federal 20,Médio,2025-01-01,2116.42,6,3,1,187.02,4,3
150089,Tribunal Regional Federal 20,Médio,2025-02-01,1356.25,6,3,1,197.73,3,4
150089,Tribunal Regional Federal 20,Médio,2025-03-01,300.84,5,5,2,204.51,3,3
150089,Tribunal Regional Federal 20,Médio,2025-04-01,2518.39,8,6,0,194.97,5,3
150089,Tribunal Regional Federal 20,Médio,2025-05-01,1930.08,10,4,3,192.68,6,5
150089,Tribunal Regional Federal 20,Médio,2025-06-01,919.68,7,3,2,178.17,4,6
150089,Tribunal Regional Federal 20,Médio,2025-07-01,2231.7,6,5,0,182.66,3,4
150089,Tribunal Regional Federal 20,Médio,2025-08-01,2221.82,7,4,1,194.16,5,3
150089,Tribunal Regional Federal 20,Médio,2025-09-01,1341.8,6,8,2,215.9,4,5
150089,Tribunal Regional Federal 20,Médio,2025-10-01,2638.44,7,3,1,180.12,8,4
150089,Tribunal Regional Federal 20,Médio,2025-11-01,3814.99,11,5,5,184.0,3,8
150089,Tribunal Regional Federal 20,Médio,2025-12-01,633.61,4,2,0,137.08,5,3
150090,Tribunal Regional Federal 21,Médio,2021-01-01,802.77,4,0,3,171.28,4,4
150090,Tribunal Regional Federal 21,Médio,2021-02-01,2144.68,7,0,2,164.83,0,4
150090,Tribunal Regional Federal 21,Médio,2021-03-01,2270.04,8,0,2,148.46,0,0
150090,Tribunal Regional Federal 21,Médio,2021-04-01,251.48,5,1,1,168.46,0,0
150090,Tribunal Regional Federal 21,Médio,2021-05-01,1881.18,6,1,1,166.6,1,0
150090,Tribunal Regional Federal 21,Médio,2021-06-01,1617.41,6,5,1,180.18,1,1
150090,Tribunal Regional Federal 21,Médio,2021-07-01,2966.6,7,0,1,158.15,5,1
150090,Tribunal Regional Federal 21,Médio,2021-08-01,1170.59,3,3,0,175.01,0,5
150090,Tribunal Regional Federal 21,Médio,2021-09-01,2105.33,5,4,1,182.97,3,0
150090,Tribunal Regional Federal 21,Médio,2021-10-01,4384.24,11,0,1,153.45,4,3
150090,Tribunal Regional Federal 21,Médio,2021-11-01,2853.21,11,1,0,127.92,0,4
150090,Tribunal Regional Federal 21,Médio,2021-12-01,2074.74,6,0,0,121.61,1,0
150090,Tribunal Regional Federal 21,Médio,2022-01-01,2446.32,8,3,0,178.24,0,1
150090,Tribunal Regional Federal 21,Médio,2022-02-01,201.67,1,3,0,192.72,3,0
150090,Tribunal Regional Federal 21,Médio,2022-03-01,911.09,4,6,2,196.62,3,3
150090,Tribunal Regional Federal 21,Médio,2022-04-01,2007.06,12,3,4,204.79,6,3
150090,Tribunal Regional Federal 21,Médio,2022-05-01,1819.81,8,2,2,166.96,3,6
150090,Tribunal Regional Federal 21,Médio,2022-06-01,193.28,1,7,2,206.12,2,3
150090,Tribunal Regional Federal 21,Médio,2022-07-01,754.84,6,2,1,161.16,7,2
150090,Tribunal Regional Federal 21,Médio,2022-08-01,1184.92,7,2,1,157.78,2,7
150090,Tribunal Regional Federal 21,Médio,2022-09-01,398.52,2,6,1,192.9,2,2
150090,Tribunal Regional Federal 21,Médio,2022-10-01,2985.0,8,2,1,174.72,6,2
150090,Tribunal Regional Federal 21,Médio,2022-11-01,2494.11,9,3,2,144.92,2,6
150090,Tribunal Regional Federal 21,Médio,2022-12-01,413.05,5,3,0,143.33,3,2
150090,Tribunal Regional Federal 21,Médio,2023-01-01,1054.95,3,3,0,193.06,3,3
150090,Tribunal Regional Federal 21,Médio,2023-02-01,2092.15,5,6,2,221.87,3,3
150090,Tribunal Regional Federal 21,Médio,2023-03-01,1620.15,6,0,2,142.49,6,3
150090,Tribunal Regional Federal 21,Médio,2023-04-01,3517.7,9,3,1,177.39,0,6
150090,Tribunal Regional Federal 21,Médio,2023-05-01,305.49,4,1,0,159.08,3,0
150090,Tribunal Regional Federal 21,Médio,2023-06-01,697.15,11,7,4,221.86,1,3
150090,Tribunal Regional Federal 21,Médio,2023-07-01,1587.78,7,5,0,192.87,7,1
150090,Tribunal Regional Federal 21,Médio,2023-08-01,2125.65,5,4,2,182.8,5,7
150090,Tribunal Regional Federal 21,Médio,2023-09-01,805.55,5,8,1,230.11,4,5
150090,Tribunal Regional Federal 21,Médio,2023-10-01,3638.7,11,3,1,172.01,8,4
150090,Tribunal Regional Federal 21,Médio,2023-11-01,2610.53,11,4,5,179.1,3,8
150090,Tribunal Regional Federal 21,Médio,2023-12-01,1357.09,5,2,0,136.54,4,3
150090,Tribunal Regional Federal 21,Médio,2024-01-01,1781.58,8,6,3,223.96,2,4
150090,Tribunal Regional Federal 21,Médio,2024-02-01,123.2,1,3,0,189.58,6,2
150090,Tribunal Regional Federal 21,Médio,2024-03-01,1107.17,9,3,2,191.37,3,6
150090,Tribunal Regional Federal 21,Médio,2024-04-01,553.53,2,4,0,177.39,3,3
150090,Tribunal Regional Federal 21,Médio,2024-05-01,1308.83,7,3,4,193.67,4,3
150090,Tribunal Regional Federal 21,Médio,2024-06-01,2731.56,7,8,0,213.76,3,4
150090,Tribunal Regional Federal 21,Médio,2024-07-01,1147.68,5,3,0,164.27,8,3
150090,Tribunal Regional Federal 21,Médio,2024-08-01,300.27,1,6,0,198.29,3,8
150090,Tribunal Regional Federal 21,Médio,2024-09-01,1275.41,3,6,2,215.5,6,3
150090,Tribunal Regional Federal 21,Médio,2024-10-01,4912.65,11,2,1,170.61,6,6
150090,Tribunal Regional Federal 21,Médio,2024-11-01,4511.61,12,4,1,171.87,2,6
150090,Tribunal Regional Federal 21,Médio,2024-12-01,263.44,3,2,0,143.4,4,2
150090,Tribunal Regional Federal 21,Médio,2025-01-01,659.77,12,2,0,187.95,2,4
150090,Tribunal Regional Federal 21,Médio,2025-02-01,1212.18,7,6,2,211.79,2,2
150090,Tribunal Regional Federal 21,Médio,2025-03-01,2090.63,5,3,1,182.01,6,2
150090,Tribunal Regional Federal 21,Médio,2025-04-01,1383.12,4,2,2,181.31,3,6
150090,Tribunal Regional Federal 21,Médio,2025-05-01,556.92,4,5,2,187.77,2,3
150090,Tribunal Regional Federal 21,Médio,2025-06-01,319.59,5,11,0,238.93,5,2
150090,Tribunal Regional Federal 21,Médio,2025-07-01,650.52,8,3,0,149.1,11,5
150090,Tribunal Regional Federal 21,Médio,2025-08-01,134.59,1,6,0,210.23,3,11
150090,Tribunal Regional Federal 21,Médio,2025-09-01,2851.86,8,6,4,226.15,6,3
150090,Tribunal Regional Federal 21,Médio,2025-10-01,2006.88,10,8,2,231.32,6,6
150090,Tribunal Regional Federal 21,Médio,2025-11-01,1786.16,11,3,5,164.2,8,6
150090,Tribunal Regional Federal 21,Médio,2025-12-01,788.42,8,3,0,156.69,3,8
150091,Tribunal Regional Federal 22,Médio,2021-01-01,2568.48,7,1,3,178.42,4,4
150091,Tribunal Regional Federal 22,Médio,2021-02-01,679.62,5,1,1,164.48,1,4
150091,Tribunal Regional Federal 22,Médio,2021-03-01,507.18,3,2,0,171.41,1,1
150091,Tribunal Regional Federal 22,Médio,2021-04-01,1385.43,4,2,1,143.92,2,1
150091,Tribunal Regional Federal 22,Médio,2021-05-01,1253.37,8,1,2,149.51,2,2
150091,Tribunal Regional Federal 22,Médio,2021-06-01,1024.49,6,3,1,162.72,1,2
150091,Tribunal Regional Federal 22,Médio,2021-07-01,1008.17,6,2,2,168.53,3,1
150091,Tribunal Regional Federal 22,Médio,2021-08-01,1256.85,6,0,0,163.87,2,3
150091,Tribunal Regional Federal 22,Médio,2021-09-01,583.67,5,3,4,181.47,0,2
150091,Tribunal Regional Federal 22,Médio,2021-10-01,3991.83,13,2,3,177.8,3,0
150091,Tribunal Regional Federal 22,Médio,2021-11-01,5076.98,12,0,1,131.16,2,3
150091,Tribunal Regional Federal 22,Médio,2021-12-01,581.57,4,2,0,145.29,0,2
150091,Tribunal Regional Federal 22,Médio,2022-01-01,2097.38,8,3,0,191.67,2,0
150091,Tribunal Regional Federal 22,Médio,2022-02-01,902.58,4,2,0,178.33,3,2
150091,Tribunal Regional Federal 22,Médio,2022-03-01,2014.55,6,2,0,156.89,2,3
150091,Tribunal Regional Federal 22,Médio,2022-04-01,211.93,1,8,0,205.66,2,2
150091,Tribunal Regional Federal 22,Médio,2022-05-01,361.16,3,6,1,201.42,8,2
150091,Tribunal Regional Federal 22,Médio,2022-06-01,570.72,3,7,4,226.15,6,8
150091,Tribunal Regional Federal 22,Médio,2022-07-01,2256.6,7,4,3,189.83,7,6
150091,Tribunal Regional Federal 22,Médio,2022-08-01,831.31,3,2,1,174.73,4,7
150091,Tribunal Regional Federal 22,Médio,2022-09-01,310.88,1,4,1,171.01,2,4
150091,Tribunal Regional Federal 22,Médio,2022-10-01,4266.75,11,2,1,152.49,4,2
150091,Tribunal Regional Federal 22,Médio,2022-11-01,4823.48,11,1,0,132.88,2,4
150091,Tribunal Regional Federal 22,Médio,2022-12-01,1163.56,5,3,0,158.44,1,2
150091,Tribunal Regional Federal 22,Médio,2023-01-01,4130.11,10,7,2,224.66,3,1
150091,Tribunal Regional Federal 22,Médio,2023-02-01,398.6,5,3,1,201.37,7,3
150091,Tribunal Regional Federal 22,Médio,2023-03-01,266.11,4,2,0,169.1,3,7
150091,Tribunal Regional Federal 22,Médio,2023-04-01,1615.72,5,2,1,171.77,2,3
150091,Tribunal Regional Federal 22,Médio,2023-05-01,1116.26,7,5,2,197.55,2,2
150091,Tribunal Regional Federal 22,Médio,2023-06-01,2219.09,6,6,0,191.87,5,2
150091,Tribunal Regional Federal 22,Médio,2023-07-01,755.73,4,6,2,214.24,6,5
150091,Tribunal Regional Federal 22,Médio,2023-08-01,2130.58,5,5,0,197.64,6,6
150091,Tribunal Regional Federal 22,Médio,2023-09-01,282.74,2,6,0,205.52,5,6
150091,Tribunal Regional Federal 22,Médio,2023-10-01,1839.87,11,2,2,162.03,6,5
150091,Tribunal Regional Federal 22,Médio,2023-11-01,1977.37,16,2,1,137.95,2,6
150091,Tribunal Regional Federal 22,Médio,2023-12-01,1532.32,5,2,1,148.55,2,2
150091,Tribunal Regional Federal 22,Médio,2024-01-01,1699.2,9,4,1,196.5,2,2
150091,Tribunal Regional Federal 22,Médio,2024-02-01,955.15,9,3,1,188.29,4,2
150091,Tribunal Regional Federal 22,Médio,2024-03-01,2243.53,9,5,1,194.65,3,4
150091,Tribunal Regional Federal 22,Médio,2024-04-01,1980.05,6,6,0,194.82,5,3
150091,Tribunal Regional Federal 22,Médio,2024-05-01,1247.76,9,5,2,197.34,6,5
150091,Tribunal Regional Federal 22,Médio,2024-06-01,952.2,3,4,0,177.77,5,6
150091,Tribunal Regional Federal 22,Médio,2024-07-01,673.46,8,2,3,177.32,4,5
150091,Tribunal Regional Federal 22,Médio,2024-08-01,1209.86,4,5,0,191.63,2,4
150091,Tribunal Regional Federal 22,Médio,2024-09-01,923.22,3,7,3,228.85,5,2
150091,Tribunal Regional Federal 22,Médio,2024-10-01,2273.38,14,0,2,147.98,7,5
150091,Tribunal Regional Federal 22,Médio,2024-11-01,2149.66,12,2,3,161.42,0,7
150091,Tribunal Regional Federal 22,Médio,2024-12-01,508.02,3,5,1,161.24,2,0
150091,Tribunal Regional Federal 22,Médio,2025-01-01,582.83,9,5,4,214.69,5,2
150091,Tribunal Regional Federal 22,Médio,2025-02-01,4176.17,10,6,1,216.61,5,5
150091,Tribunal Regional Federal 22,Médio,2025-03-01,2625.95,6,8,2,224.34,6,5
150091,Tribunal Regional Federal 22,Médio,2025-04-01,541.07,2,6,0,202.57,8,6
150091,Tribunal Regional Federal 22,Médio,2025-05-01,403.68,3,4,0,170.44,6,8
150091,Tribunal Regional Federal 22,Médio,2025-06-01,1556.67,4,8,0,205.97,4,6
150091,Tribunal Regional Federal 22,Médio,2025-07-01,164.34,2,5,0,185.24,8,4
150091,Tribunal Regional Federal 22,Médio,2025-08-01,563.39,3,4,1,182.19,5,8
150091,Tribunal Regional Federal 22,Médio,2025-09-01,1163.11,7,3,0,188.36,4,5
150091,Tribunal Regional Federal 22,Médio,2025-10-01,2282.01,10,7,3,213.1,3,4
150091,Tribunal Regional Federal 22,Médio,2025-11-01,647.32,10,9,4,216.75,7,3
150091,Tribunal Regional Federal 22,Médio,2025-12-01,1808.03,7,7,0,180.63,9,7
150092,Tribunal Regional Federal 23,Médio,2021-01-01,2333.8,6,5,3,203.48,4,4
150092,Tribunal Regional Federal 23,Médio,2021-02-01,414.12,6,2,1,182.93,5,4
150092,Tribunal Regional Federal 23,Médio,2021-03-01,279.49,3,2,0,158.0,2,5
150092,Tribunal Regional Federal 23,Médio,2021-04-01,4859.07,11,1,1,148.21,2,2
150092,Tribunal Regional Federal 23,Médio,2021-05-01,372.35,4,2,0,162.21,1,2
150092,Tribunal Regional Federal 23,Médio,2021-06-01,370.68,3,4,0,174.17,2,1
150092,Tribunal Regional Federal 23,Médio,2021-07-01,839.21,9,1,0,140.09,4,2
150092,Tribunal Regional Federal 23,Médio,2021-08-01,259.13,5,1,1,161.97,1,4
150092,Tribunal Regional Federal 23,Médio,2021-09-01,223.06,1,7,1,191.17,1,1
150092,Tribunal Regional Federal 23,Médio,2021-10-01,1286.07,10,4,2,183.76,7,1
150092,Tribunal Regional Federal 23,Médio,2021-11-01,4583.81,11,3,0,170.9,4,7
150092,Tribunal Regional Federal 23,Médio,2021-12-01,1530.64,6,2,0,126.64,3,4
150092,Tribunal Regional Federal 23,Médio,2022-01-01,1221.86,6,0,2,155.51,2,3
150092,Tribunal Regional Federal 23,Médio,2022-02-01,2633.28,7,1,0,157.96,0,2
150092,Tribunal Regional Federal 23,Médio,2022-03-01,971.44,4,5,0,190.66,1,0
150092,Tribunal Regional Federal 23,Médio,2022-04-01,1233.93,4,5,0,190.71,5,1
150092,Tribunal Regional Federal 23,Médio,2022-05-01,2546.17,8,1,2,160.96,5,5
150092,Tribunal Regional Federal 23,Médio,2022-06-01,2084.67,5,5,1,201.62,1,5
150092,Tribunal Regional Federal 23,Médio,2022-07-01,762.65,5,5,3,198.03,5,1
150092,Tribunal Regional Federal 23,Médio,2022-08-01,2390.44,6,6,2,191.78,5,5
150092,Tribunal Regional Federal 23,Médio,2022-09-01,365.9,7,5,1,192.7,6,5
150092,Tribunal Regional Federal 23,Médio,2022-10-01,2860.49,11,2,5,184.03,5,6
150092,Tribunal Regional Federal 23,Médio,2022-11-01,5555.48,13,4,4,182.71,2,5
150092,Tribunal Regional Federal 23,Médio,2022-12-01,2047.23,6,2,1,136.34,4,2
150092,Tribunal Regional Federal 23,Médio,2023-01-01,502.55,5,2,1,183.39,2,4
150092,Tribunal Regional Federal 23,Médio,2023-02-01,1445.06,5,4,1,200.14,2,2
150092,Tribunal Regional Federal 23,Médio,2023-03-01,457.53,5,0,0,152.11,4,2
150092,Tribunal Regional Federal 23,Médio,2023-04-01,1773.69,4,2,0,157.83,0,4
150092,Tribunal Regional Federal 23,Médio,2023-05-01,3096.28,9,3,4,183.06,2,0
150092,Tribunal Regional Federal 23,Médio,2023-06-01,900.82,13,6,7,234.92,3,2
150092,Tribunal Regional Federal 23,Médio,2023-07-01,1491.06,7,1,0,150.11,6,3
150092,Tribunal Regional Federal 23,Médio,2023-08-01,692.87,4,3,0,167.83,1,6
150092,Tribunal Regional Federal 23,Médio,2023-09-01,4484.99,10,4,4,202.69,3,1
150092,Tribunal Regional Federal 23,Médio,2023-10-01,3155.06,9,2,1,163.78,4,3
150092,Tribunal Regional Federal 23,Médio,2023-11-01,2752.0,11,1,4,151.0,2,4
150092,Tribunal Regional Federal 23,Médio,2023-12-01,865.63,3,4,3,176.97,1,2
150092,Tribunal Regional Federal 23,Médio,2024-01-01,2328.08,6,3,1,187.94,4,1
150092,Tribunal Regional Federal 23,Médio,2024-02-01,1546.06,4,3,0,171.37,3,4
150092,Tribunal Regional Federal 23,Médio,2024-03-01,556.3,3,0,0,146.74,3,3
150092,Tribunal Regional Federal 23,Médio,2024-04-01,1232.61,9,6,1,191.0,0,3
150092,Tribunal Regional Federal 23,Médio,2024-05-01,1145.71,5,5,0,193.01,6,0
150092,Tribunal Regional Federal 23,Médio,2024-06-01,4068.19,12,8,4,248.07,5,6
150092,Tribunal Regional Federal 23,Médio,2024-07-01,727.52,4,4,1,175.29,8,5
150092,Tribunal Regional Federal 23,Médio,2024-08-01,725.15,6,5,1,202.72,4,8
150092,Tribunal Regional Federal 23,Médio,2024-09-01,678.11,10,12,2,257.83,5,4
150092,Tribunal Regional Federal 23,Médio,2024-10-01,477.42,5,1,2,169.76,12,5
150092,Tribunal Regional Federal 23,Médio,2024-11-01,6661.21,15,3,3,159.24,1,12
150092,Tribunal Regional Federal 23,Médio,2024-12-01,3189.39,8,11,1,218.25,3,1
150092,Tribunal Regional Federal 23,Médio,2025-01-01,1712.11,4,4,1,220.32,11,3
150092,Tribunal Regional Federal 23,Médio,2025-02-01,1718.33,5,4,1,191.75,4,11
150092,Tribunal Regional Federal 23,Médio,2025-03-01,1875.95,6,2,3,167.52,4,4
150092,Tribunal Regional Federal 23,Médio,2025-04-01,1534.55,4,6,0,190.85,2,4
150092,Tribunal Regional Federal 23,Médio,2025-05-01,1696.66,6,3,2,168.67,6,2
150092,Tribunal Regional Federal 23,Médio,2025-06-01,964.0,6,6,1,208.28,3,6
150092,Tribunal Regional Federal 23,Médio,2025-07-01,136.26,2,5,0,195.37,6,3
150092,Tribunal Regional Federal 23,Médio,2025-08-01,653.85,2,10,0,237.84,5,6
150092,Tribunal Regional Federal 23,Médio,2025-09-01,1256.06,3,8,3,222.52,10,5
150092,Tribunal Regional Federal 23,Médio,2025-10-01,896.74,10,4,3,197.98,8,10
150092,Tribunal Regional Federal 23,Médio,2025-11-01,3437.47,14,2,0,133.18,4,8
150092,Tribunal Regional Federal 23,Médio,2025-12-01,161.37,1,6,0,186.01,2,4
150093,Tribunal Regional Federal 24,Médio,2021-01-01,1386.57,6,2,2,178.63,4,4
150093,Tribunal Regional Federal 24,Médio,2021-02-01,1305.18,5,0,0,152.01,2,4
150093,Tribunal Regional Federal 24,Médio,2021-03-01,2231.83,7,1,3,162.06,0,2
150093,Tribunal Regional Federal 24,Médio,2021-04-01,1762.84,7,3,2,159.48,1,0
150093,Tribunal Regional Federal 24,Médio,2021-05-01,1078.36,5,1,1,153.41,3,1
150093,Tribunal Regional Federal 24,Médio,2021-06-01,191.8,2,6,1,188.13,1,3
150093,Tribunal Regional Federal 24,Médio,2021-07-01,785.29,4,0,1,148.71,6,1
150093,Tribunal Regional Federal 24,Médio,2021-08-01,916.85,5,0,0,145.11,0,6
150093,Tribunal Regional Federal 24,Médio,2021-09-01,1204.64,5,6,2,207.54,0,0
150093,Tribunal Regional Federal 24,Médio,2021-10-01,2098.25,13,2,0,157.99,6,0
150093,Tribunal Regional Federal 24,Médio,2021-11-01,3916.21,9,0,0,138.6,2,6
150093,Tribunal Regional Federal 24,Médio,2021-12-01,1202.31,3,2,1,145.37,0,2
150093,Tribunal Regional Federal 24,Médio,2022-01-01,1498.13,7,0,2,152.67,2,0
150093,Tribunal Regional Federal 24,Médio,2022-02-01,886.53,2,1,1,158.91,0,2
150093,Tribunal Regional Federal 24,Médio,2022-03-01,388.82,4,3,0,162.74,1,0
150093,Tribunal Regional Federal 24,Médio,2022-04-01,626.31,2,2,0,171.41,3,1
150093,Tribunal Regional Federal 24,Médio,2022-05-01,139.12,2,2,0,169.46,2,3
150093,Tribunal Regional Federal 24,Médio,2022-06-01,497.14,4,6,1,203.51,2,2
150093,Tribunal Regional Federal 24,Médio,2022-07-01,1151.54,7,2,2,154.19,6,2
150093,Tribunal Regional Federal 24,Médio,2022-08-01,1596.27,5,2,2,168.36,2,6
150093,Tribunal Regional Federal 24,Médio,2022-09-01,785.67,3,5,2,194.78,2,2
150093,Tribunal Regional Federal 24,Médio,2022-10-01,4923.81,11,3,4,169.06,5,2
150093,Tribunal Regional Federal 24,Médio,2022-11-01,2947.25,7,3,2,165.95,3,5
150093,Tribunal Regional Federal 24,Médio,2022-12-01,973.54,3,3,1,152.37,3,3
150093,Tribunal Regional Federal 24,Médio,2023-01-01,1762.22,4,1,0,165.28,3,3
150093,Tribunal Regional Federal 24,Médio,2023-02-01,876.88,4,1,0,179.14,1,3
150093,Tribunal Regional Federal 24,Médio,2023-03-01,1193.82,9,3,2,166.28,1,1
150093,Tribunal Regional Federal 24,Médio,2023-04-01,1187.02,5,1,2,164.79,3,1
150093,Tribunal Regional Federal 24,Médio,2023-05-01,3591.97,10,4,1,176.5,1,3
150093,Tribunal Regional Federal 24,Médio,2023-06-01,3268.53,8,4,5,196.59,4,1
150093,Tribunal Regional Federal 24,Médio,2023-07-01,476.49,2,2,0,168.38,4,4
150093,Tribunal Regional Federal 24,Médio,2023-08-01,779.93,7,3,1,170.66,2,4
150093,Tribunal Regional Federal 24,Médio,2023-09-01,1498.42,7,4,1,187.67,3,2
150093,Tribunal Regional Federal 24,Médio,2023-10-01,2898.33,7,3,2,172.56,4,3
150093,Tribunal Regional Federal 24,Médio,2023-11-01,2898.63,8,3,0,154.24,3,4
150093,Tribunal Regional Federal 24,Médio,2023-12-01,832.1,3,4,1,160.5,3,3
150093,Tribunal Regional Federal 24,Médio,2024-01-01,1193.3,4,7,0,207.61,4,3
150093,Tribunal Regional Federal 24,Médio,2024-02-01,216.52,2,3,0,173.91,7,4
150093,Tribunal Regional Federal 24,Médio,2024-03-01,506.9,2,5,1,200.2,3,7
150093,Tribunal Regional Federal 24,Médio,2024-04-01,1377.77,4,5,0,186.97,5,3
150093,Tribunal Regional Federal 24,Médio,2024-05-01,1037.89,5,3,1,173.09,5,5
150093,Tribunal Regional Federal 24,Médio,2024-06-01,809.15,5,7,1,206.15,3,5
150093,Tribunal Regional Federal 24,Médio,2024-07-01,2062.31,5,3,2,180.7,7,3
150093,Tribunal Regional Federal 24,Médio,2024-08-01,3231.9,11,6,2,203.61,3,7
150093,Tribunal Regional Federal 24,Médio,2024-09-01,1558.46,10,9,4,240.65,6,3
150093,Tribunal Regional Federal 24,Médio,2024-10-01,2428.4,9,4,1,185.81,9,6
150093,Tribunal Regional Federal 24,Médio,2024-11-01,2176.47,7,5,3,175.42,4,9
150093,Tribunal Regional Federal 24,Médio,2024-12-01,1270.78,3,5,1,189.85,5,4
150093,Tribunal Regional Federal 24,Médio,2025-01-01,1586.68,6,6,0,215.57,5,5
150093,Tribunal Regional Federal 24,Médio,2025-02-01,1509.85,10,2,2,191.49,6,5
150093,Tribunal Regional Federal 24,Médio,2025-03-01,2326.09,6,4,0,184.34,2,6
150093,Tribunal Regional Federal 24,Médio,2025-04-01,3082.03,8,3,1,173.3,4,2
150093,Tribunal Regional Federal 24,Médio,2025-05-01,887.26,6,6,1,198.69,3,4
150093,Tribunal Regional Federal 24,Médio,2025-06-01,1771.48,4,6,0,193.74,6,3
150093,Tribunal Regional Federal 24,Médio,2025-07-01,796.19,4,5,1,195.17,6,6
150093,Tribunal Regional Federal 24,Médio,2025-08-01,778.91,4,9,2,216.99,5,6
150093,Tribunal Regional Federal 24,Médio,2025-09-01,1511.18,8,8,0,204.98,9,5
150093,Tribunal Regional Federal 24,Médio,2025-10-01,471.68,9,6,0,187.13,8,9
150093,Tribunal Regional Federal 24,Médio,2025-11-01,1676.74,8,10,2,222.72,6,8
150093,Tribunal Regional Federal 24,Médio,2025-12-01,334.96,2,6,1,187.33,10,6
150094,Tribunal Regional Federal 25,Médio,2021-01-01,389.0,3,1,1,182.7,4,4
150094,Tribunal Regional Federal 25,Médio,2021-02-01,1353.25,5,0,0,175.67,1,4
150094,Tribunal Regional Federal 25,Médio,2021-03-01,2853.63,10,2,1,161.31,0,1
150094,Tribunal Regional Federal 25,Médio,2021-04-01,1170.46,7,0,4,162.44,2,0
150094,Tribunal Regional Federal 25,Médio,2021-05-01,602.9,8,1,2,183.12,0,2
150094,Tribunal Regional Federal 25,Médio,2021-06-01,2331.87,7,5,0,184.38,1,0
150094,Tribunal Regional Federal 25,Médio,2021-07-01,1451.71,4,2,1,150.66,5,1
150094,Tribunal Regional Federal 25,Médio,2021-08-01,1632.06,4,2,2,166.78,2,5
150094,Tribunal Regional Federal 25,Médio,2021-09-01,1076.48,4,4,1,182.12,2,2
150094,Tribunal Regional Federal 25,Médio,2021-10-01,871.38,9,3,2,172.29,4,2
150094,Tribunal Regional Federal 25,Médio,2021-11-01,1810.61,8,0,0,123.37,3,4
150094,Tribunal Regional Federal 25,Médio,2021-12-01,797.72,3,0,1,132.27,0,3
150094,Tribunal Regional Federal 25,Médio,2022-01-01,509.13,2,1,1,180.3,0,0
150094,Tribunal Regional Federal 25,Médio,2022-02-01,1770.03,11,2,1,166.03,1,0
150094,Tribunal Regional Federal 25,Médio,2022-03-01,620.58,4,4,2,185.24,2,1
150094,Tribunal Regional Federal 25,Médio,2022-04-01,2744.89,7,1,1,165.47,4,2
150094,Tribunal Regional Federal 25,Médio,2022-05-01,3903.1,10,4,1,187.77,1,4
150094,Tribunal Regional Federal 25,Médio,2022-06-01,1079.67,10,4,0,185.86,4,1
150094,Tribunal Regional Federal 25,Médio,2022-07-01,1206.87,7,1,0,158.86,4,4
150094,Tribunal Regional Federal 25,Médio,2022-08-01,368.56,5,4,1,180.24,1,4
150094,Tribunal Regional Federal 25,Médio,2022-09-01,425.91,2,5,0,191.76,4,1
150094,Tribunal Regional Federal 25,Médio,2022-10-01,1747.72,12,1,1,157.75,5,4
150094,Tribunal Regional Federal 25,Médio,2022-11-01,2490.41,10,3,2,163.93,1,5
150094,Tribunal Regional Federal 25,Médio,2022-12-01,1653.03,7,5,1,166.17,3,1
150094,Tribunal Regional Federal 25,Médio,2023-01-01,3792.58,9,0,2,174.72,5,3
150094,Tribunal Regional Federal 25,Médio,2023-02-01,1994.97,6,5,1,213.13,0,5
150094,Tribunal Regional Federal 25,Médio,2023-03-01,528.14,3,5,0,187.7,5,0
150094,Tribunal Regional Federal 25,Médio,2023-04-01,861.4,6,2,1,172.31,5,5
150094,Tribunal Regional Federal 25,Médio,2023-05-01,2218.32,7,3,1,181.52,2,5
